Material,Morphology,Material (Raw Data),Morphology (Raw Data),Unique_ID,Site,Location,Sample,Particle.x,Color,Plastic.or.not..morphology.,X1st.Order.Morph,Feret,MinFeret,Length,Length..mm.,Min Length (microns),Length (microns),Max Length (microns),Min Width (microns),Width (microns),Max Width (microns),Min Height (Microns),Height (microns),Max Height (Microns),Polymer.Class..openspecy.,Polymer..openspecy.,Min Density (mg/microns3),Density (mg/microns3),Max Density (mg/microns3),Min Volume (microns3),Volume (microns3),Max Volume (microns3),Min Mass (mg),Mass (mg),Max Mass (mg),,,
NA,fragment,,fragment,SUB-4-10-250um_S2_B_62,Lower Harbor,SUB-4-10,SUB-4-10-S2,62,white,,Non-Fiber,0.462,0.192,0,0.462,438.9,462,485.1,182.4,192,201.6,4.62,98.31,192,,,1.03E-09,1.08E-09,1.33E-09,369855.763,8720490.24,18776862.7,0.000381,0.00942,0.025,,,
NA,fragment,,fragment,UNB-2-00-05-250um_B_53,Upper Newport Bay,UNB-2,UNB-2-00-05,53,blue,,Non-Fiber,0.527,0.179,0,0.527,500.65,527,553.35,170.05,179,187.95,5.27,92.135,179,,,1.07599E-09,1.10533E-09,1.25876E-09,448664.256,8691370.96,18616381.7,0.000482756,0.009606796,0.023433595,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-2_G-01-250-500um_S1_D_63,Basin II,SUB-2-2,SUB-2-2-S1,63,black,,Non-Fiber,0.282,0.216,0,0.282,267.9,282,296.1,205.2,216,226.8,2.82,142.41,226.8,,,1.2E-09,1.45E-09,1.7E-09,155024.086,8674477.92,15230862.9,0.000186,0.0126,0.0259,,,
NA,film,,film,SUB-3-9-250um_S1_C_70,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,70,white,,Non-Fiber,0.671,0.377,0,0.671,637.45,671,704.55,358.15,377,395.85,0.671,33.8855,67.1,,,1.02E-09,1.07E-09,1.43E-09,153191.123,8571913.28,18713929.5,0.000156,0.00917,0.0268,,,
NA,fragment,,fragment,SUB-2-2_G-01-250-500um_S1_A_53,Basin II,SUB-2-2,SUB-2-2-S1,53,black,,Non-Fiber,0.498,0.183,0,0.498,473.1,498,522.9,173.85,183,192.15,4.98,93.99,183,,,1.03E-09,1.08E-09,1.33E-09,409597.206,8565684.66,18386968,0.000422,0.00925,0.0245,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_C_15,Basin II,SUB-2-3,SUB-2-3-S1,15,black,,Non-Fiber,0.836,0.139,0,0.836,794.2,836,877.8,132.05,139,145.95,8.36,73.68,139,,,1.2E-09,1.45E-09,1.7E-09,876747.56,8561910.72,17807972.5,0.00105,0.0124,0.0303,,,
NA,fiber,,fiber,SUB-1-7-01-250-500um_S1_A_2,Basin I/III,SUB-1-7,SUB-1-7-S1,2,black,,Fiber,0.668,0.339,1.117,1.117,1061.15,1117,1172.85,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,197000,245000,365000,0.000247,0.000308,0.000467,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_55,Basin II,SUB-2-3,SUB-2-3-S1,55,black,,Non-Fiber,0.289,0.201,0,0.289,274.55,289,303.45,190.95,201,211.05,2.89,145.945,211.05,,,1.2E-09,1.45E-09,1.7E-09,151509.182,8477799.11,13516301,0.000182,0.0123,0.023,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-2_G-01-250-500um_S1_E_41,Basin II,SUB-2-2,SUB-2-2-S1,41,black,,Non-Fiber,0.41,0.201,0,0.41,389.5,410,430.5,190.95,201,211.05,4.1,102.55,201,,,1.2E-09,1.45E-09,1.7E-09,304937.603,8451145.5,18262262,0.000366,0.0123,0.031,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-1-2-01-250-500um_S1_B_68,Basin I/III,SUB-1-2,SUB-1-2-S1,68,black,,Non-Fiber,0.547,0.173,0,0.547,519.65,547,574.35,164.35,173,181.65,5.47,89.235,173,,,1.2E-09,1.45E-09,1.7E-09,467162.492,8444397.29,18049207.2,0.000561,0.0122,0.0307,,,
NA,film,,film,SUB-4-2-250um_S1_E_8,Lower Harbor,SUB-4-2,SUB-4-2-S1,8,translucent,,Non-Fiber,0.677,0.364,0,0.677,643.15,677,710.85,345.8,364,382.2,0.677,34.1885,67.7,,,1.02E-09,1.07E-09,1.43E-09,150565.66,8425003.68,18393201.1,0.000154,0.00901,0.0263,,,
PP,fragment,poly(propylene),fragment,SUB-2-5_G-01-250-500um_S1_C_12,Basin II,SUB-2-5,SUB-2-5-S1,12,gray,,Non-Fiber,0.979,0.126,0,0.979,930.05,979,1027.95,119.7,126,132.3,9.79,67.895,126,poly(propylene),poly(propylene),9.98E-10,0.000000001,0.000000001,1089891.18,8375119.83,17135720.9,0.00109,0.00838,0.0171,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-1-2_01 (500um-1mm)_S1-0_A_22,Basin I/III,SUB-1-2,SUB-1-2-S1,22,black,,Non-Fiber,0.492,0.182,NA,0.492,467.4,492,516.6,172.9,182,191.1,4.92,93.46,182,,,1.2E-09,1.45E-09,1.7E-09,397602.223,8368782.24,17967451.3,0.000477,0.0121,0.0305,,,
NA,fragment,,fragment,SUB-2-5_G-01-250-500um_S1_A_28,Basin II,SUB-2-5,SUB-2-5-S1,28,blue,,Non-Fiber,0.776,0.143,0,0.776,737.2,776,814.8,135.85,143,150.15,7.76,75.38,143,,,1.03E-09,1.08E-09,1.33E-09,777153.291,8364767.84,17494937.5,0.0008,0.00903,0.0233,,,
NA,fragment,,fragment,SUB-2-3_G-01-250-500um_S1_C_25,Basin II,SUB-2-3,SUB-2-3-S1,25,green,,Non-Fiber,0.699,0.151,0,0.699,664.05,699,733.95,143.45,151,158.55,6.99,78.995,151,,,1.03E-09,1.08E-09,1.33E-09,665853.228,8337843.26,17571533.6,0.000686,0.009,0.0234,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-1-2-01-250-500um_S1_C_61,Basin I/III,SUB-1-2,SUB-1-2-S1,61,black,,Non-Fiber,0.485,0.183,0,0.485,460.75,485,509.25,173.85,183,192.15,4.85,93.925,183,,,1.2E-09,1.45E-09,1.7E-09,388491.729,8336313.38,17906986.9,0.000466,0.0121,0.0304,,,
NA,film,,film,UNB-2-00-05-500um_B_20,Upper Newport Bay,UNB-2,UNB-2-00-05,20,gray,,Non-Fiber,0.713,0.324,0,0.713,677.35,713,748.65,307.8,324,340.2,0.713,36.0065,71.3,,,1.10894E-09,1.15071E-09,1.35275E-09,148652.179,8317933.58,18159449,0.000164846,0.00957149,0.024565147,,,
NA,film,,film,SUB-1-2-01-250-500um_S1_B_18,Basin I/III,SUB-1-2,SUB-1-2-S1,18,gray,,Non-Fiber,0.649,0.389,0,0.649,616.55,649,681.45,369.55,389,408.45,0.649,32.7745,64.9,,,1.02E-09,1.07E-09,1.43E-09,147872.088,8274283.04,18064152.6,0.000151,0.00885,0.0258,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-1-5-01-250-500um_S1_C_15,Basin I/III,SUB-1-5,SUB-1-5-S1,15,black,,Non-Fiber,0.596,0.163,0,0.596,566.2,596,625.8,154.85,163,171.15,5.96,84.48,163,,,1.2E-09,1.45E-09,1.7E-09,522549.377,8207063.04,17458224.2,0.000627,0.0119,0.0297,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_B_15,Basin II,SUB-2-3,SUB-2-3-S1,15,black,,Non-Fiber,0.509,0.177,0,0.509,483.55,509,534.45,168.15,177,185.85,5.09,91.045,177,,,1.2E-09,1.45E-09,1.7E-09,413862.466,8202517.19,17580973.3,0.000497,0.0119,0.0299,,,
PP,fragment,poly(propylene),fragment,SUB-4-9-250um_S2_A_74,Lower Harbor,SUB-4-9,SUB-4-9-S2,74,green,,Non-Fiber,1.163,0.113,0,1.163,1104.85,1163,1221.15,107.35,113,118.65,11.63,62.315,113,Unknown,poly(propylene),9.98E-10,0.000000001,0.000000001,1379383.68,8189374.99,16372507.6,0.00138,0.00819,0.0164,,,
NA,film,,film,SUB-1-2-01-250-500um_S1_E_6,Basin I/III,SUB-1-2,SUB-1-2-S1,6,gray,,Non-Fiber,0.909,0.194,1.058,0.909,863.55,909,954.45,184.3,194,203.7,0.909,45.9045,90.9,,,1.02E-09,1.07E-09,1.43E-09,144669.409,8095074.96,17672911.2,0.000148,0.00866,0.0253,,,
NA,fiber,,fiber,SUB-1-2-01-250-500um_S1_C_46,Basin I/III,SUB-1-2,SUB-1-2-S1,46,black,,Fiber,0.659,0.134,0.726,0.726,689.7,726,762.3,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,128000,159000,237000,0.00016,0.0002,0.000304,,,
NA,fiber,,fiber,SUB-1-2-01-250-500um_S1_C_45,Basin I/III,SUB-1-2,SUB-1-2-S1,45,black,,Fiber,0.659,0.198,0.819,0.819,778.05,819,859.95,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,145000,179000,268000,0.000181,0.000226,0.000343,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-6-G_01 (500um-1mm)_S1-0_A_6,Basin II,SUB-2-6,SUB-2-6-S1,6,black,,Non-Fiber,0.501,0.177,NA,0.501,475.95,501,526.05,168.15,177,185.85,5.01,91.005,177,,,1.2E-09,1.45E-09,1.7E-09,400955.272,8070050.39,17304651.5,0.000481,0.0117,0.0294,,,
NA,fiber,,fiber,SUB-1-3-01-250-500um_S1_A_29,Basin I/III,SUB-1-3,SUB-1-3-S1,29,gray,,Fiber,0.658,0.363,1.211,1.211,1150.45,1211,1271.55,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,214000,265000,396000,0.000268,0.000334,0.000507,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-2-G_01 (>1mm)_S1-_A_33,Basin II,SUB-2-2,SUB-2-2-S1,33,black,,Non-Fiber,0.893,0.13,NA,0.893,848.35,893,937.65,123.5,130,136.5,8.93,69.465,130,,,1.2E-09,1.45E-09,1.7E-09,935607.039,8064191.85,16638599.3,0.00112,0.0117,0.0283,,,
PE,film,poly(ethylene),film,SUB-2-2_G-01-250-500um_S1_B_72,Basin II,SUB-2-2,SUB-2-2-S1,72,blue,,Non-Fiber,0.855,0.218,0,0.855,812.25,855,897.75,207.1,218,228.9,0.855,43.1775,85.5,poly(ethylene),poly(ethylene),9.08E-10,1.01E-09,1.7E-09,143825.514,8047854.23,17569820.4,0.000131,0.00813,0.0299,,,
polystyrene,fragment,polystyrene,fragment,UNB-2-00-05-500um_B_53,Upper Newport Bay,UNB-2,UNB-2-00-05,53,blue,,Non-Fiber,0.284,0.197,0,0.284,269.8,284,298.2,187.15,197,206.85,2.84,143.42,206.85,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,1.05E-09,1.05E-09,1.05E-09,143400.319,8024062.16,12759060.3,0.000151,0.00843,0.0134,,,
NA,fragment,,fragment,UNB-3-00-05-250um_D_25,Upper Newport Bay,UNB-3,UNB-3-00-05,25,yellow,,Non-Fiber,0.733,0.144,0,0.733,696.35,733,769.65,136.8,144,151.2,7.33,75.665,144,,,1.07599E-09,1.10533E-09,1.25876E-09,698260.784,7986592.08,16757435.5,0.000751319,0.008827786,0.021093624,,,
PP,fragment,poly(propylene),fragment,UNB-2-00-05-500um_B_25,Upper Newport Bay,UNB-2,UNB-2-00-05,25,white,,Non-Fiber,0.645,0.154,0,0.645,612.75,645,677.25,146.3,154,161.7,6.45,80.225,154,poly(propylene),poly(propylene),9.98E-10,0.000000001,0.000000001,578212.346,7968749.25,16864744.1,0.000577,0.00797,0.0169,,,
NA,film,,film,SUB-4-1-250um_S1_J_43,Lower Harbor,SUB-4-1,SUB-4-1-S1,43,gray,,Non-Fiber,0.718,0.304,0,0.718,682.1,718,753.9,288.8,304,319.2,0.718,36.259,71.8,,,1.02E-09,1.07E-09,1.43E-09,141439.165,7914324.45,17278302.4,0.000144,0.00847,0.0247,,,
NA,film,,film,SUB-4-1-250um_S1_B_6,Lower Harbor,SUB-4-1,SUB-4-1-S1,6,gray,,Non-Fiber,0.622,0.404,1.444,0.622,590.9,622,653.1,383.8,404,424.2,0.622,31.411,62.2,organic matter,organic matter,1.02E-09,1.07E-09,1.43E-09,141061.775,7893207.37,17232200.2,0.000144,0.00845,0.0246,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-1-2-01-250-500um_S1_C_3,Basin I/III,SUB-1-2,SUB-1-2-S1,3,black,,Non-Fiber,0.445,0.186,0,0.445,422.75,445,467.25,176.7,186,195.3,4.45,95.225,186,,,1.2E-09,1.45E-09,1.7E-09,332414.666,7881773.25,16973230.1,0.000399,0.0114,0.0289,,,
NA,fiber,,fiber,SUB-1-2-01-250-500um_S1_C_6,Basin I/III,SUB-1-2,SUB-1-2-S1,6,black,,Fiber,0.65,0.106,0.705,0.705,669.75,705,740.25,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,125000,154000,230000,0.000156,0.000195,0.000295,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-4-1-250um_S1_D_19,Lower Harbor,SUB-4-1,SUB-4-1-S1,19,black,,Non-Fiber,0.966,0.123,0,0.966,917.7,966,1014.3,116.85,123,129.15,9.66,66.33,123,,,1.2E-09,1.45E-09,1.7E-09,1035873.15,7881197.94,16112611.9,0.00124,0.0114,0.0274,,,
NA,film,,film,SUB-3-3-250um_S1_D_37,Middle Newport Bay,SUB-3-3,SUB-3-3-S1,37,blue,,Non-Fiber,0.647,0.372,0,0.647,614.65,647,679.35,353.4,372,390.6,0.647,32.6735,64.7,,,1.02E-09,1.07E-09,1.43E-09,140539.6,7863988.67,17168410.9,0.000143,0.00841,0.0246,,,
NA,film,,film,SUB-3-3-250um_S1_A_8,Middle Newport Bay,SUB-3-3,SUB-3-3-S1,8,white,,Non-Fiber,0.638,0.382,4.528,0.638,606.1,638,669.9,362.9,382,401.1,0.638,32.219,63.8,mineral,mineral,1.02E-09,1.07E-09,1.43E-09,140330.454,7852285.8,17142861.6,0.000143,0.0084,0.0245,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_G_51,Basin II,SUB-2-3,SUB-2-3-S1,51,black,,Non-Fiber,0.461,0.182,0,0.461,437.95,461,484.05,172.9,182,191.1,4.61,93.305,182,,,1.2E-09,1.45E-09,1.7E-09,349076.369,7828476.11,16835355.8,0.000419,0.0114,0.0286,,,
NA,film,,film,UNB-3-00-05-1000um_B_5,Upper Newport Bay,UNB-3,UNB-3-00-05,5,blue,,Non-Fiber,0.732,0.288,0,0.732,695.4,732,768.6,273.6,288,302.4,0.732,36.966,73.2,Unknown,,1.10894E-09,1.15071E-09,1.35275E-09,139271.374,7793024.26,17013483.6,0.000154443,0.008967474,0.023014945,,,
NA,film,,film,UNB-3-00-05-250um_A_68,Upper Newport Bay,UNB-3,UNB-3-00-05,68,blue,,Non-Fiber,0.733,0.287,0,0.733,696.35,733,769.65,272.65,287,301.35,0.733,37.0165,73.3,,,1.10894E-09,1.15071E-09,1.35275E-09,139167.254,7787198.12,17000764.2,0.000154328,0.00896077,0.022997739,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-1-6-01-250-500um_S1_B_43,Basin I/III,SUB-1-6,SUB-1-6-S1,43,black,,Non-Fiber,0.694,0.146,0,0.694,659.3,694,728.7,138.7,146,153.3,6.94,76.47,146,,,1.2E-09,1.45E-09,1.7E-09,634627.675,7748246.28,16309617.7,0.000762,0.0112,0.0277,,,
PAM,film,poly(acrylamide/amid)s,film,UNB-2-00-05-500um_A_36,Upper Newport Bay,UNB-2,UNB-2-00-05,36,blue,,Non-Fiber,0.56,0.486,0,0.56,532,560,588,461.7,486,510.3,0.56,28.28,56,poly(acrylamide/amid)s,,1.27E-09,1.3E-09,1.33E-09,137549.664,7696684.8,16803158.4,0.000175,0.01,0.0223,,,
NA,fiber,,fiber,SUB-1-3-01-250-500um_S1_B_9,Basin I/III,SUB-1-3,SUB-1-3-S1,9,black,,Fiber,0.643,0.28,1.362,1.362,1293.9,1362,1430.1,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,241000,298000,445000,0.000301,0.000376,0.00057,,,
NA,fragment,,fragment,SUB-2-5_G-01-250-500um_S1_A_25,Basin II,SUB-2-5,SUB-2-5-S1,25,gray,,Non-Fiber,0.973,0.121,0,0.973,924.35,973,1021.65,114.95,121,127.05,9.73,65.365,121,,,1.03E-09,1.08E-09,1.33E-09,1033851.74,7695617.55,15705876.5,0.00106,0.00831,0.0209,,,
NA,fiber,,fiber,SUB-1-2_01 (500um-1mm)_S1-0_A_44,Basin I/III,SUB-1-2,SUB-1-2-S1,44,black,,Fiber,0.641,0.32,1.05,1.05,997.5,1050,1102.5,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,186000,230000,343000,0.000232,0.00029,0.000439,,,
NA,fragment,,fragment,SUB-3-9-250um_S1_B_51,Middle Newport Bay,SUB-3-9,SUB-3-9-S1,51,gray,,Non-Fiber,1.67,0.088,1.692,1.67,1586.5,1670,1753.5,83.6,88,92.4,16.7,52.35,88,,,1.03E-09,1.08E-09,1.33E-09,2214944.38,7693356,14258059.2,0.00228,0.00831,0.019,,,
polystyrene,fragment,polystyrene,fragment,SUB-1-4-01-250-500um_S1_A_15,Basin I/III,SUB-1-4,SUB-1-4-S1,15,black,,Non-Fiber,0.615,0.333,0,0.615,584.25,615,645.75,316.35,333,349.65,6.15,310.575,349.65,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,1.05E-09,1.05E-09,1.05E-09,1136689.05,63604207.1,78946245.4,0.00119,0.0668,0.0829,,,
NA,film,,film,SUB-2-1-01-250-500um_S1_A_17,Basin II,SUB-2-1,SUB-2-1-S1,17,black,,Non-Fiber,0.615,0.398,0,0.615,584.25,615,645.75,378.1,398,417.9,0.615,31.0575,61.5,mineral,mineral,1.02E-09,1.07E-09,1.43E-09,135856.529,7601944.28,16596323.9,0.000139,0.00813,0.0237,,,
NA,fiber,,fiber,SUB-1-2-01-250-500um_S1_B_48,Basin I/III,SUB-1-2,SUB-1-2-S1,48,black,,Fiber,0.639,0.449,1.759,1.759,1671.05,1759,1846.95,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,311000,385000,575000,0.000389,0.000485,0.000736,,,
NA,fiber,,fiber,SUB-1-2-01-250-500um_S1_A_10,Basin I/III,SUB-1-2,SUB-1-2-S1,10,black,,Fiber,0.638,0.417,1.178,1.178,1119.1,1178,1236.9,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,208000,258000,385000,0.00026,0.000325,0.000493,,,
NA,film,,film,SUB-3-7-250um_S1_C_4,Middle Newport Bay,SUB-3-7,SUB-3-7-S1,4,translucent,,Non-Fiber,0.656,0.348,0,0.656,623.2,656,688.8,330.6,348,365.4,0.656,33.128,65.6,,,1.02E-09,1.07E-09,1.43E-09,135155.628,7562724.86,16510701.3,0.000138,0.00809,0.0236,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-1-2-01-250-500um_S1_A_13,Basin I/III,SUB-1-2,SUB-1-2-S1,13,black,,Non-Fiber,0.62,0.153,0,0.62,589,620,651,145.35,153,160.65,6.2,79.6,153,,,1.2E-09,1.45E-09,1.7E-09,530789.13,7550856,16001222,0.000637,0.0109,0.0272,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-2_G-01-250-500um_S1_B_27,Basin II,SUB-2-2,SUB-2-2-S1,27,black,,Non-Fiber,0.501,0.171,0,0.501,475.95,501,526.05,162.45,171,179.55,5.01,88.005,171,,,1.2E-09,1.45E-09,1.7E-09,387363.568,7539476.36,16151339.5,0.000465,0.0109,0.0275,,,
NA,fiber,,fiber,SUB-1-6-01-250-500um_S1_A_7,Basin I/III,SUB-1-6,SUB-1-6-S1,7,gray,,Fiber,0.632,0.276,0.982,0.982,932.9,982,1031.1,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,174000,215000,321000,0.000217,0.000271,0.000411,,,
NA,film,,film,SUB-2-2_G-01-250-500um_S1_A_33,Basin II,SUB-2-2,SUB-2-2-S1,33,blue,,Non-Fiber,0.671,0.331,0,0.671,637.45,671,704.55,314.45,331,347.55,0.671,33.8855,67.1,organic matter,organic matter,1.02E-09,1.07E-09,1.43E-09,134499.368,7526003.44,16430532.3,0.000137,0.00805,0.0235,,,
NA,fragment,mineral,fragment,UNB-3-00-05-500um_A_14,Upper Newport Bay,UNB-3,UNB-3-00-05,14,gray,,Non-Fiber,0.609,0.154,0,0.609,578.55,609,639.45,146.3,154,161.7,6.09,80.045,154,mineral,,1.07599E-09,1.10533E-09,1.25876E-09,515468.958,7507100.37,15923456,0.000554637,0.008297792,0.020043842,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-1-2-01-250-500um_S1_C_21,Basin I/III,SUB-1-2,SUB-1-2-S1,21,black,,Non-Fiber,0.756,0.137,0,0.756,718.2,756,793.8,130.15,137,143.85,7.56,72.28,137,,,1.2E-09,1.45E-09,1.7E-09,706661.399,7486184.16,15643773.8,0.000848,0.0109,0.0266,,,
NA,fiber,,fiber,SUB-1-2-01-250-500um_S1_D_6,Basin I/III,SUB-1-2,SUB-1-2-S1,6,gray,,Fiber,0.626,0.22,0.848,0.848,805.6,848,890.4,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,150000,186000,277000,0.000187,0.000234,0.000355,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_19,Basin II,SUB-2-3,SUB-2-3-S1,19,black,,Non-Fiber,0.431,0.184,0,0.431,409.45,431,452.55,174.8,184,193.2,4.31,94.155,184,,,1.2E-09,1.45E-09,1.7E-09,308474.717,7466868.12,16087609.4,0.00037,0.0108,0.0273,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-2-G_01 (>1mm)_S1-_A_35,Basin II,SUB-2-2,SUB-2-2-S1,35,black,,Non-Fiber,0.568,0.159,NA,0.568,539.6,568,596.4,151.05,159,166.95,5.68,82.34,159,,,1.2E-09,1.45E-09,1.7E-09,462957.374,7436290.08,15831467.8,0.000556,0.0108,0.0269,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-4-2-250um_S1_D_21,Lower Harbor,SUB-4-2,SUB-4-2-S1,21,black,,Non-Fiber,0.282,0.185,0,0.282,267.9,282,296.1,175.75,185,194.25,2.82,142.41,194.25,,,1.2E-09,1.45E-09,1.7E-09,132775.259,7429529.7,11172759.8,0.000159,0.0108,0.019,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_D_18,Basin II,SUB-2-3,SUB-2-3-S1,18,black,,Non-Fiber,0.502,0.169,0,0.502,476.9,502,527.1,160.55,169,177.45,5.02,87.01,169,,,1.2E-09,1.45E-09,1.7E-09,384362.801,7381754.38,15807228.3,0.000461,0.0107,0.0269,,,
NA,fragment,,fragment,UNB-2-00-05-500um_D_61,Upper Newport Bay,UNB-2,UNB-2-00-05,61,gray,,Non-Fiber,0.406,0.188,0,0.406,385.7,406,426.3,178.6,188,197.4,4.06,96.03,188,,,1.07599E-09,1.10533E-09,1.25876E-09,279677.241,7329777.84,15820504.6,0.000300929,0.008101792,0.019914251,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-1-2-01-250-500um_S1_B_43,Basin I/III,SUB-1-2,SUB-1-2-S1,43,black,,Non-Fiber,0.546,0.161,0,0.546,518.7,546,573.3,152.95,161,169.05,5.46,83.23,161,,,1.2E-09,1.45E-09,1.7E-09,433170.001,7316416.38,15603534.8,0.00052,0.0106,0.0265,,,
NA,film,,film,UNB-3-00-05-250um_A_66,Upper Newport Bay,UNB-3,UNB-3-00-05,66,blue,,Non-Fiber,0.749,0.258,0,0.749,711.55,749,786.45,245.1,258,270.9,0.749,37.8245,74.9,,,1.10894E-09,1.15071E-09,1.35275E-09,130626.278,7309282.03,15957392.9,0.000144856,0.008410829,0.021586321,,,
NA,fiber,,fiber,SUB-1-2-01-250-500um_S1_A_18,Basin I/III,SUB-1-2,SUB-1-2-S1,18,gray,,Fiber,0.617,0.338,1.454,1.454,1381.3,1454,1526.7,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,257000,318000,475000,0.000321,0.000401,0.000608,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-6_G-01-250-500um_S1_B_41,Basin II,SUB-2-6,SUB-2-6-S1,41,black,,Non-Fiber,0.384,0.193,0,0.384,364.8,384,403.2,183.35,193,202.65,3.84,98.42,193,,,1.2E-09,1.45E-09,1.7E-09,256842.547,7294103.04,15769736.6,0.000308,0.0106,0.0268,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-1-05_01 (500-1mm)_S1-0_A_58,Basin I/III,SUB-1-5,SUB-1-5-S1,58,black,,Non-Fiber,0.478,0.172,NA,0.478,454.1,478,501.9,163.4,172,180.6,4.78,88.39,172,,,1.2E-09,1.45E-09,1.7E-09,354675.713,7267072.24,15590620.1,0.000426,0.0105,0.0265,,,
NA,fiber,,fiber,SUB-1-3-01-250-500um_S1_A_32,Basin I/III,SUB-1-3,SUB-1-3-S1,32,black,,Fiber,0.614,0.392,1.087,1.087,1032.65,1087,1141.35,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,192000,238000,355000,0.00024,0.0003,0.000455,,,
NA,fiber,,fiber,SUB-1-2-01-250-500um_S1_C_52,Basin I/III,SUB-1-2,SUB-1-2-S1,52,blue,,Fiber,0.611,0.289,0.881,0.881,836.95,881,925.05,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,156000,193000,288000,0.000195,0.000243,0.000369,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-1-5-01-250-500um_S1_B_6,Basin I/III,SUB-1-5,SUB-1-5-S1,6,black,,Non-Fiber,0.288,0.173,0,0.288,273.6,288,302.4,164.35,173,181.65,2.88,145.44,181.65,,,1.2E-09,1.45E-09,1.7E-09,129502.541,7246402.56,9978208.88,0.000155,0.0105,0.017,,,
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-2_G-01-250-500um_S1_C_13,Basin II,SUB-2-2,SUB-2-2-S1,13,black,,Non-Fiber,0.816,0.129,0,0.816,775.2,816,856.8,122.55,129,135.45,8.16,68.58,129,,,1.2E-09,1.45E-09,1.7E-09,775206.202,7219005.12,14970909.2,0.00093,0.0105,0.0255,,,
PE,film,poly(ethylene),film,SUB-4-11-250um_S1_B_28,Lower Harbor,SUB-4-11,SUB-4-11-S1,28,blue,,Non-Fiber,0.617,0.375,0,0.617,586.15,617,647.85,356.25,375,393.75,0.617,31.1585,61.7,Unknown,poly(ethylene),9.08E-10,1.01E-09,1.7E-09,128839.433,7209297.94,15739110.8,0.000117,0.00728,0.0268,,,
NA,fiber,,fiber,SUB-1-03_01 (500um-1000um)_S1-_A_8,Basin I/III,SUB-1-3,SUB-1-3-S1,8,black,,Fiber,0.608,0.48,1.293,1.293,1228.35,1293,1357.65,15,16.7,20.4,15,16.7,20.4,,,1.25E-09,1.26E-09,1.28E-09,228000,283000,423000,0.000286,0.000357,0.000541,,,
