Material,Morphology,Material (Raw Data),Morphology (Raw Data),Unique_ID,Site,Location,Sample,Particle.x,Color,Plastic.or.not..morphology.,X1st.Order.Morph,Feret,MinFeret,Length,Length..mm.,Min Length (microns),Length (microns),Max Length (microns),Min Width (microns),Width (microns),Max Width (microns),Min Height (Microns),Height (microns),Max Height (Microns),Polymer.Class..openspecy.,Polymer..openspecy.,Min Density (mg/microns3),Density (mg/microns3),Max Density (mg/microns3),Min Volume (microns3),Volume (microns3),Max Volume (microns3),Min Mass (mg),Mass (mg),Max Mass (mg),,,
PP,fiber,poly(propylene),fiber,UNB-2-00-05-1000um_A_21,Upper Newport Bay,UNB-2,UNB-2-00-05,21,black,,Fiber,2.301,0.652,0,2.301,2185.95,2301,2416.05,15,16.7,20.4,15,16.7,20.4,poly(propylene),poly(propylene),9.98E-10,0.000000001,0.000000001,407000,504000,752000,0.000406,0.000504,0.000752,,,
PP,fiber,poly(propylene),fiber,UNB-3-00-05-500um_A_50,Upper Newport Bay,UNB-3,UNB-3-00-05,50,black,,Fiber,2.232,0.312,0,2.232,2120.4,2232,2343.6,15,16.7,20.4,15,16.7,20.4,poly(propylene),poly(propylene),9.98E-10,0.000000001,0.000000001,394000,489000,730000,0.000394,0.000489,0.00073,,,
ABS,fiber,acrylonitrile butadiene styrene (abs),fiber,UNB-3-00-05-500um_A_47,Upper Newport Bay,UNB-3,UNB-3-00-05,47,blue,,Fiber,2.105,0.165,0,2.105,1999.75,2105,2210.25,15,16.7,20.4,15,16.7,20.4,acrylonitrile butadiene styrene (abs),,1.11E-09,1.11E-09,1.11E-09,372000,461000,688000,0.000413,0.000512,0.000764,,,
PET,fiber,poly(esters/ethers/diglycidylethers/terephthalates)s,fiber,UNB-1-00-05-250um_A_32,Upper Newport Bay,UNB-1,UNB-1-00-05,32,blue,,Fiber,1.398,0.539,0,1.398,1328.1,1398,1467.9,15,16.7,20.4,15,16.7,20.4,poly(esters/ethers/diglycidylethers/terephthalates)s,,1.44E-09,1.45E-09,1.46E-09,247000,306000,457000,0.000356,0.000444,0.000667,,,
PET,fiber,poly(esters/ethers/diglycidylethers/terephthalates)s,fiber,UNB-3-00-05-500um_A_30,Upper Newport Bay,UNB-3,UNB-3-00-05,30,pink,,Fiber,2.347,0.251,0,2.347,2229.65,2347,2464.35,15,16.7,20.4,15,16.7,20.4,poly(esters/ethers/diglycidylethers/terephthalates)s,,1.44E-09,1.45E-09,1.46E-09,415000,514000,767000,0.000597,0.000745,0.00112,,,
Polyacrylonitriles (Nitriles),fiber,polyacrylonitriles (nitriles),fiber,UNB-3-00-05-500um_A_33,Upper Newport Bay,UNB-3,UNB-3-00-05,33,pink,,Fiber,2.177,0.406,0,2.177,2068.15,2177,2285.85,15,16.7,20.4,15,16.7,20.4,polyacrylonitriles (nitriles),,1.09E-09,1.12E-09,1.14E-09,385000,477000,712000,0.000419,0.000534,0.000811,,,
NA,fiber,,fiber,UNB-2-00-05-500um_A_45,Upper Newport Bay,UNB-2,UNB-2-00-05,45,blue,,Fiber,1.292,0.418,0,1.292,1227.4,1292,1356.6,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,228000,283000,422000,0.000293674,0.00036909,0.00055644,,,
NA,fiber,,fiber,UNB-2-00-05-500um_B_38,Upper Newport Bay,UNB-2,UNB-2-00-05,38,black,,Fiber,0.531,0.296,0,0.531,504.45,531,557.55,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,93800,116000,174000,0.000120819,0.000151288,0.000229433,,,
NA,fiber,,fiber,UNB-2-00-05-500um_D_39,Upper Newport Bay,UNB-2,UNB-2-00-05,39,gray,,Fiber,1.434,0.394,0,1.434,1362.3,1434,1505.7,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,253000,314000,469000,0.000325875,0.00040952,0.000618413,,,
NA,fiber,,fiber,UNB-2-00-05-250um_C_42,Upper Newport Bay,UNB-2,UNB-2-00-05,42,clear,,Fiber,0.561,0.561,0,0.561,532.95,561,589.05,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,99100,123000,183000,0.000127645,0.000160417,0.0002413,,,
NA,fiber,,fiber,UNB-3-00-05-250um_A_14,Upper Newport Bay,UNB-3,UNB-3-00-05,14,black,,Fiber,0.672,0.256,0,0.672,638.4,672,705.6,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,119000,147000,220000,0.000153277,0.000191718,0.000290087,,,
NA,fiber,,fiber,UNB-3-00-05-250um_A_2,Upper Newport Bay,UNB-3,UNB-3-00-05,2,gray,,Fiber,0.814,0.13,0,0.814,773.3,814,854.7,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,144000,178000,266000,0.000185478,0.000232148,0.000350742,,,
NA,fiber,,fiber,UNB-3-00-05-250um_A_20,Upper Newport Bay,UNB-3,UNB-3-00-05,20,black,,Fiber,0.707,0.318,0,0.707,671.65,707,742.35,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,125000,155000,231000,0.000161006,0.000202152,0.000304592,,,
NA,fiber,,fiber,UNB-3-00-05-250um_A_22,Upper Newport Bay,UNB-3,UNB-3-00-05,22,black,,Fiber,0.91,0.528,0,0.91,864.5,910,955.5,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,161000,199000,297000,0.000207375,0.000259537,0.000391618,,,
NA,fiber,,fiber,UNB-3-00-05-250um_A_27,Upper Newport Bay,UNB-3,UNB-3-00-05,27,blue,,Fiber,0.674,0.12,0,0.674,640.3,674,707.7,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,119000,148000,220000,0.000153277,0.000193022,0.000290087,,,
NA,fiber,,fiber,UNB-3-00-05-250um_A_28,Upper Newport Bay,UNB-3,UNB-3-00-05,28,red,,Fiber,0.352,0.262,0,0.352,334.4,352,369.6,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,62200,77100,115000,8.01164E-05,0.000100554,0.000151637,,,
NA,fiber,,fiber,UNB-3-00-05-250um_A_32,Upper Newport Bay,UNB-3,UNB-3-00-05,32,black,,Fiber,0.99,0.273,0,0.99,940.5,990,1039.5,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,175000,217000,324000,0.000225408,0.000283012,0.000427219,,,
NA,fiber,,fiber,UNB-3-00-05-250um_A_35,Upper Newport Bay,UNB-3,UNB-3-00-05,35,green,,Fiber,0.798,0.093,0,0.798,758.1,798,837.9,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,141000,175000,261000,0.000181614,0.000228236,0.000344149,,,
NA,fiber,,fiber,UNB-3-00-05-250um_A_40,Upper Newport Bay,UNB-3,UNB-3-00-05,40,black,,Fiber,0.752,0.331,0,0.752,714.4,752,789.6,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,133000,165000,246000,0.00017131,0.000215194,0.00032437,,,
NA,fiber,,fiber,UNB-3-00-05-250um_A_42,Upper Newport Bay,UNB-3,UNB-3-00-05,42,black,,Fiber,0.958,0.222,0,0.958,910.1,958,1005.9,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,169000,210000,313000,0.00021768,0.000273883,0.000412715,,,
NA,fiber,,fiber,UNB-3-00-05-250um_A_46,Upper Newport Bay,UNB-3,UNB-3-00-05,46,black,,Fiber,0.425,0.343,0,0.425,403.75,425,446.25,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,75100,93100,139000,9.67321E-05,0.000121421,0.000183282,,,
NA,fiber,,fiber,UNB-3-00-05-250um_B_10,Upper Newport Bay,UNB-3,UNB-3-00-05,10,black,,Fiber,0.845,0.223,0,0.845,802.75,845,887.25,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,149000,185000,276000,0.000191919,0.000241278,0.000363928,,,
NA,fiber,,fiber,UNB-3-00-05-250um_B_11,Upper Newport Bay,UNB-3,UNB-3-00-05,11,gray,,Fiber,0.593,0.333,0,0.593,563.35,593,622.65,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,105000,130000,194000,0.000135245,0.000169547,0.000255804,,,
NA,fiber,,fiber,UNB-3-00-05-250um_B_2,Upper Newport Bay,UNB-3,UNB-3-00-05,2,orange,,Fiber,1.031,0.279,0,1.031,979.45,1031,1082.55,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,182000,226000,337000,0.000234424,0.00029475,0.000444361,,,
NA,fiber,,fiber,UNB-3-00-05-250um_B_38,Upper Newport Bay,UNB-3,UNB-3-00-05,38,black,,Fiber,0.82,0.371,0,0.82,779,820,861,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,145000,180000,268000,0.000186766,0.000234757,0.000353379,,,
NA,fiber,,fiber,UNB-3-00-05-250um_B_44,Upper Newport Bay,UNB-3,UNB-3-00-05,44,black,,Fiber,0.505,0.202,0,0.505,479.75,505,530.25,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,89200,111000,165000,0.000114894,0.000144767,0.000217565,,,
NA,fiber,,fiber,UNB-3-00-05-250um_B_65,Upper Newport Bay,UNB-3,UNB-3-00-05,65,black,,Fiber,0.787,0.242,0,0.787,747.65,787,826.35,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,139000,172000,257000,0.000179038,0.000224323,0.000338875,,,
NA,fiber,,fiber,UNB-3-00-05-250um_B_9,Upper Newport Bay,UNB-3,UNB-3-00-05,9,gray,,Fiber,1.153,0.345,0,1.153,1095.35,1153,1210.65,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,204000,253000,377000,0.000262761,0.000329964,0.000497104,,,
NA,fiber,,fiber,UNB-3-00-05-250um_C_47,Upper Newport Bay,UNB-3,UNB-3-00-05,47,gray,,Fiber,0.653,0.123,0,0.653,620.35,653,685.65,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,115000,143000,213000,0.000148125,0.000186501,0.000280857,,,
NA,fiber,,fiber,UNB-3-00-05-250um_C_49,Upper Newport Bay,UNB-3,UNB-3-00-05,49,black,,Fiber,0.979,0.377,0,0.979,930.05,979,1027.95,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,173000,214000,320000,0.000222832,0.0002791,0.000421945,,,
NA,fiber,,fiber,UNB-3-00-05-250um_C_51,Upper Newport Bay,UNB-3,UNB-3-00-05,51,blue,,Fiber,0.775,0.159,0,0.775,736.25,775,813.75,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,137000,170000,253000,0.000176462,0.000221715,0.0003336,,,
NA,fiber,,fiber,UNB-3-00-05-250um_C_55,Upper Newport Bay,UNB-3,UNB-3-00-05,55,gray,,Fiber,1.111,0.138,0,1.111,1055.45,1111,1166.55,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,196000,243000,363000,0.000252457,0.000316922,0.000478644,,,
NA,fiber,,fiber,UNB-3-00-05-250um_C_56,Upper Newport Bay,UNB-3,UNB-3-00-05,56,gray,,Fiber,0.825,0.181,0,0.825,783.75,825,866.25,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,146000,181000,270000,0.000188054,0.000236061,0.000356016,,,
NA,fiber,,fiber,UNB-3-00-05-250um_D_28,Upper Newport Bay,UNB-3,UNB-3-00-05,28,black,,Fiber,1.268,0.284,0,1.268,1204.6,1268,1331.4,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,224000,278000,414000,0.000288522,0.000362569,0.000545892,,,
NA,fiber,,fiber,UNB-3-00-05-250um_D_37,Upper Newport Bay,UNB-3,UNB-3-00-05,37,black,,Fiber,0.599,0.306,0,0.599,569.05,599,628.95,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,106000,131000,196000,0.000136533,0.000170851,0.000258441,,,
NA,fiber,,fiber,UNB-3-00-05-250um_E_2,Upper Newport Bay,UNB-3,UNB-3-00-05,2,black,,Fiber,1.586,1.021,0,1.586,1506.7,1586,1665.3,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,280000,347000,518000,0.000360652,0.000452559,0.000683024,,,
NA,fiber,,fiber,UNB-3-00-05-500um_A_27,Upper Newport Bay,UNB-3,UNB-3-00-05,27,clear,,Fiber,0.837,0.325,0,0.837,795.15,837,878.85,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,148000,183000,274000,0.000190631,0.000238669,0.000361291,,,
NA,fiber,,fiber,UNB-3-00-05-500um_C_5,Upper Newport Bay,UNB-3,UNB-3-00-05,5,red,,Fiber,0.665,0.487,0,0.665,631.75,665,698.25,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,118000,146000,217000,0.000151989,0.000190414,0.000286132,,,
NA,fiber,,fiber,UNB-3-00-05-250um_A_61,Upper Newport Bay,UNB-3,UNB-3-00-05,61,gray,,Fiber,0.23,0.023,0.238,0.238,226.1,238,249.9,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,42100,52100,77800,5.42267E-05,6.79491E-05,0.000102585,,,
NA,fiber,,fiber,UNB-3-00-05-500um_C_3,Upper Newport Bay,UNB-3,UNB-3-00-05,3,blue,,Fiber,0.326,0.063,0.36,0.36,342,360,378,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,63600,78900,118000,8.19196E-05,0.000102902,0.000155592,,,
NA,fiber,,fiber,UNB-3-00-05-250um_B_50,Upper Newport Bay,UNB-3,UNB-3-00-05,50,black,,Fiber,0.364,0.117,0.514,0.514,488.3,514,539.7,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,90800,113000,168000,0.000116954,0.000147375,0.000221521,,,
NA,fiber,,fiber,UNB-3-00-05-250um_B_20,Upper Newport Bay,UNB-3,UNB-3-00-05,20,black,,Fiber,0.457,0.152,0.597,0.597,567.15,597,626.85,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,105000,131000,195000,0.000135245,0.000170851,0.000257123,,,
NA,fiber,,fiber,UNB-3-00-05-250um_C_26,Upper Newport Bay,UNB-3,UNB-3-00-05,26,black,,Fiber,0.504,0.118,0.6,0.6,570,600,630,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,106000,131000,196000,0.000136533,0.000170851,0.000258441,,,
ABS,fiber,acrylonitrile butadiene styrene (abs),fiber,UNB-1-00-05-250um_A_23,Upper Newport Bay,UNB-1,UNB-1-00-05,23,blue,,Fiber,0.515,0.15,0.64,0.64,608,640,672,15,16.7,20.4,15,16.7,20.4,acrylonitrile butadiene styrene (abs),,1.11E-09,1.11E-09,1.11E-09,113000,140000,209000,0.000126,0.000156,0.000232,,,
NA,fiber,,fiber,UNB-2-00-05-500um_A_33,Upper Newport Bay,UNB-2,UNB-2-00-05,33,blue,,Fiber,0.516,0.177,0.649,0.649,616.55,649,681.45,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,115000,142000,212000,0.000148125,0.000185197,0.000279539,,,
NA,fiber,,fiber,UNB-2-00-05-250um_B_28,Upper Newport Bay,UNB-2,UNB-2-00-05,28,black,,Fiber,0.606,0.09,0.66,0.66,627,660,693,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,117000,145000,216000,0.000150701,0.00018911,0.000284813,,,
PET,fiber,poly(ethylene terephthalate),fiber,UNB-1-00-05-250um_A_18,Upper Newport Bay,UNB-1,UNB-1-00-05,18,black,,Fiber,0.518,0.149,0.682,0.682,647.9,682,716.1,15,16.7,20.4,15,16.7,20.4,poly(esters/ethers/diglycidylethers/terephthalates)s,poly(ethylene terephthalate),1.44E-09,1.45E-09,1.46E-09,121000,149000,223000,0.000174,0.000217,0.000325,,,
NA,fiber,,fiber,UNB-2-00-05-250um_C_27,Upper Newport Bay,UNB-2,UNB-2-00-05,27,green,,Fiber,0.579,0.159,0.692,0.692,657.4,692,726.6,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,122000,152000,226000,0.000157141,0.000198239,0.000297999,,,
NA,fiber,,fiber,UNB-3-00-05-250um_A_24,Upper Newport Bay,UNB-3,UNB-3-00-05,24,blue,,Fiber,0.481,0.128,0.747,0.747,709.65,747,784.35,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,132000,164000,244000,0.000170022,0.00021389,0.000321733,,,
NA,fiber,,fiber,UNB-3-00-05-500um_B_2,Upper Newport Bay,UNB-3,UNB-3-00-05,2,black,,Fiber,0.661,0.16,0.761,0.761,722.95,761,799.05,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,134000,167000,249000,0.000172598,0.000217802,0.000328326,,,
NA,fiber,,fiber,UNB-3-00-05-250um_A_60,Upper Newport Bay,UNB-3,UNB-3-00-05,60,black,,Fiber,0.719,0.127,0.781,0.781,741.95,781,820.05,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,138000,171000,255000,0.00017775,0.000223019,0.000336238,,,
NA,fiber,,fiber,UNB-2-00-05-500um_D_84,Upper Newport Bay,UNB-2,UNB-2-00-05,84,red,,Fiber,0.7,0.146,0.782,0.782,742.9,782,821.1,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,138000,171000,256000,0.00017775,0.000223019,0.000337556,,,
NA,fiber,,fiber,UNB-3-00-05-250um_A_52,Upper Newport Bay,UNB-3,UNB-3-00-05,52,gray,,Fiber,0.657,0.195,0.801,0.801,760.95,801,841.05,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,142000,175000,262000,0.000182902,0.000228236,0.000345468,,,
NA,fiber,,fiber,UNB-3-00-05-250um_A_55,Upper Newport Bay,UNB-3,UNB-3-00-05,55,black,,Fiber,0.428,0.272,0.801,0.801,760.95,801,841.05,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,142000,175000,262000,0.000182902,0.000228236,0.000345468,,,
NA,fiber,,fiber,UNB-3-00-05-250um_D_10,Upper Newport Bay,UNB-3,UNB-3-00-05,10,black,,Fiber,0.484,0.275,0.806,0.806,765.7,806,846.3,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,142000,177000,263000,0.000182902,0.000230844,0.000346786,,,
NA,fiber,,fiber,UNB-3-00-05-250um_C_14,Upper Newport Bay,UNB-3,UNB-3-00-05,14,black,,Fiber,0.738,0.085,0.808,0.808,767.6,808,848.4,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,143000,177000,264000,0.00018419,0.000230844,0.000348105,,,
NA,fiber,,fiber,UNB-3-00-05-250um_A_17,Upper Newport Bay,UNB-3,UNB-3-00-05,17,black,,Fiber,0.568,0.181,0.811,0.811,770.45,811,851.55,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,143000,178000,265000,0.00018419,0.000232148,0.000349423,,,
NA,fiber,,fiber,UNB-2-00-05-500um_D_28,Upper Newport Bay,UNB-2,UNB-2-00-05,28,black,,Fiber,0.453,0.314,0.821,0.821,779.95,821,862.05,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,145000,180000,268000,0.000186766,0.000234757,0.000353379,,,
NA,fiber,,fiber,UNB-2-00-05-250um_C_12,Upper Newport Bay,UNB-2,UNB-2-00-05,12,blue,,Fiber,0.49,0.266,0.821,0.821,779.95,821,862.05,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,145000,180000,268000,0.000186766,0.000234757,0.000353379,,,
PAN,fiber,poly(acrylonitrile),fiber,UNB-2-00-05-500um_B_13,Upper Newport Bay,UNB-2,UNB-2-00-05,13,green,,Fiber,0.748,0.132,0.822,0.822,780.9,822,863.1,15,16.7,20.4,15,16.7,20.4,Unknown,poly(acrylonitrile),1.15E-09,1.18E-09,1.21E-09,145000,180000,269000,0.000167,0.000212,0.000325,,,
NA,fiber,,fiber,UNB-2-00-05-500um_D_79,Upper Newport Bay,UNB-2,UNB-2-00-05,79,blue,,Fiber,0.681,0.182,0.835,0.835,793.25,835,876.75,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,148000,183000,273000,0.000190631,0.000238669,0.000359972,,,
NA,fiber,,fiber,UNB-2-00-05-500um_D_41,Upper Newport Bay,UNB-2,UNB-2-00-05,41,clear,,Fiber,0.744,0.125,0.845,0.845,802.75,845,887.25,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,149000,185000,276000,0.000191919,0.000241278,0.000363928,,,
NA,fiber,,fiber,UNB-3-00-05-500um_B_48,Upper Newport Bay,UNB-3,UNB-3-00-05,48,black,,Fiber,0.653,0.224,0.861,0.861,817.95,861,904.05,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,152000,189000,281000,0.000195783,0.000246495,0.000370521,,,
NA,fiber,,fiber,UNB-2-00-05-500um_A_46,Upper Newport Bay,UNB-2,UNB-2-00-05,46,red,,Fiber,0.446,0.291,0.868,0.868,824.6,868,911.4,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,153000,190000,284000,0.000197071,0.000247799,0.000374476,,,
NA,fiber,,fiber,UNB-3-00-05-250um_C_23,Upper Newport Bay,UNB-3,UNB-3-00-05,23,black,,Fiber,0.511,0.202,0.879,0.879,835.05,879,922.95,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,155000,193000,287000,0.000199647,0.000251712,0.000378432,,,
NA,fiber,,fiber,UNB-3-00-05-250um_C_30,Upper Newport Bay,UNB-3,UNB-3-00-05,30,black,,Fiber,0.381,0.149,0.882,0.882,837.9,882,926.1,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,156000,193000,288000,0.000200935,0.000251712,0.000379751,,,
NA,fiber,,fiber,UNB-3-00-05-250um_B_31,Upper Newport Bay,UNB-3,UNB-3-00-05,31,black,,Fiber,0.426,0.34,0.89,0.89,845.5,890,934.5,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,157000,195000,291000,0.000202223,0.00025432,0.000383706,,,
NA,fiber,,fiber,UNB-3-00-05-250um_D_46,Upper Newport Bay,UNB-3,UNB-3-00-05,46,gray,,Fiber,0.739,0.214,0.898,0.898,853.1,898,942.9,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,159000,197000,294000,0.000204799,0.000256928,0.000387662,,,
NA,fiber,,fiber,UNB-3-00-05-250um_D_9,Upper Newport Bay,UNB-3,UNB-3-00-05,9,gray,,Fiber,0.493,0.35,0.9,0.9,855,900,945,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,159000,197000,294000,0.000204799,0.000256928,0.000387662,,,
NA,fiber,,fiber,UNB-3-00-05-250um_B_28,Upper Newport Bay,UNB-3,UNB-3-00-05,28,black,,Fiber,0.374,0.301,0.919,0.919,873.05,919,964.95,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,162000,201000,300000,0.000208663,0.000262145,0.000395574,,,
NA,fiber,,fiber,UNB-3-00-05-1000um_C_7,Upper Newport Bay,UNB-3,UNB-3-00-05,7,black,,Fiber,0.355,0.314,0.92,0.92,874,920,966,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,163000,202000,301000,0.000209951,0.000263449,0.000396892,,,
NA,fiber,,fiber,UNB-3-00-05-500um_A_34,Upper Newport Bay,UNB-3,UNB-3-00-05,34,black,,Fiber,0.631,0.279,0.928,0.928,881.6,928,974.4,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,164000,203000,303000,0.000211239,0.000264754,0.000399529,,,
NA,fiber,,fiber,UNB-3-00-05-250um_D_39,Upper Newport Bay,UNB-3,UNB-3-00-05,39,gray,,Fiber,0.612,0.282,0.933,0.933,886.35,933,979.65,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,165000,204000,305000,0.000212527,0.000266058,0.000402166,,,
NA,fiber,,fiber,UNB-3-00-05-250um_B_47,Upper Newport Bay,UNB-3,UNB-3-00-05,47,gray,,Fiber,0.435,0.184,0.934,0.934,887.3,934,980.7,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,165000,205000,305000,0.000212527,0.000267362,0.000402166,,,
NA,fiber,,fiber,UNB-3-00-05-250um_B_21,Upper Newport Bay,UNB-3,UNB-3-00-05,21,black,,Fiber,0.486,0.252,0.94,0.94,893,940,987,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,166000,206000,307000,0.000213815,0.000268666,0.000404804,,,
NA,fiber,,fiber,UNB-3-00-05-250um_B_23,Upper Newport Bay,UNB-3,UNB-3-00-05,23,gray,,Fiber,0.693,0.161,0.94,0.94,893,940,987,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,166000,206000,307000,0.000213815,0.000268666,0.000404804,,,
NA,fiber,,fiber,UNB-3-00-05-250um_C_58,Upper Newport Bay,UNB-3,UNB-3-00-05,58,gray,,Fiber,0.679,0.261,0.943,0.943,895.85,943,990.15,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,167000,207000,308000,0.000215103,0.00026997,0.000406122,,,
NA,fiber,,fiber,UNB-3-00-05-250um_C_21,Upper Newport Bay,UNB-3,UNB-3-00-05,21,gray,,Fiber,0.528,0.349,0.961,0.961,912.95,961,1009.05,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,170000,210000,314000,0.000218968,0.000273883,0.000414034,,,
NA,fiber,,fiber,UNB-3-00-05-250um_C_10,Upper Newport Bay,UNB-3,UNB-3-00-05,10,black,,Fiber,0.698,0.275,0.962,0.962,913.9,962,1010.1,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,170000,211000,314000,0.000218968,0.000275187,0.000414034,,,
NA,fiber,,fiber,UNB-3-00-05-250um_D_57,Upper Newport Bay,UNB-3,UNB-3-00-05,57,black,,Fiber,0.454,0.347,0.97,0.97,921.5,970,1018.5,15,16.7,20.4,15,16.7,20.4,,,1.28804E-09,1.3042E-09,1.31858E-09,171000,212000,317000,0.000220256,0.000276491,0.000417989,,,
