Material,Morphology,Material (Raw Data),Morphology (Raw Data),Unique_ID,Site,Location,Sample,Particle.x,Color,Plastic.or.not..morphology.,X1st.Order.Morph,Feret,MinFeret,Length,Length..mm.,Min Length (microns),Length (microns),Max Length (microns),Min Width (microns),Width (microns),Max Width (microns),Min Height (Microns),Height (microns),Max Height (Microns),Polymer.Class..openspecy.,Polymer..openspecy.,Min Density (mg/microns3),Density (mg/microns3),Max Density (mg/microns3),Min Volume (microns3),Volume (microns3),Max Volume (microns3),Min Mass (mg),Mass (mg),Max Mass (mg),OS_Plastic_Not
NA,fiber,,fiber,UNB-2-00-05-250um_C_42,Upper Newport Bay,UNB-2,UNB-2-00-05,42,clear,,Fiber,0.561,0.561,0,0.561,532.95,561,589.05,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,9.91E+04,1.23E+05,1.83E+05,1.32E-04,1.66E-04,2.51E-04,
NA,fiber,,fiber,UNB-2-10-15-1000um_C_10,Upper Newport Bay,UNB-2,UNB-2-10-15,10,black,,Fiber,4.916,1.797,0,4.916,4670.2,4916,5161.8,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,8.69E+05,1.08E+06,1.61E+06,1.16E-03,1.45E-03,2.20E-03,
NA,fiber,,fiber,UNB-2-10-15-1000um_D_12,Upper Newport Bay,UNB-2,UNB-2-10-15,12,brown,,Fiber,3.775,0.728,0,3.775,3586.25,3775,3963.75,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,6.67E+05,8.27E+05,1.23E+06,8.87E-04,1.12E-03,1.69E-03,
NA,fiber,,fiber,UNB-2-10-15-500um_B_4,Upper Newport Bay,UNB-2,UNB-2-10-15,4,blue,,Fiber,0.973,0.596,0,0.973,924.35,973,1021.65,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.72E+05,2.13E+05,3.18E+05,2.29E-04,2.88E-04,4.36E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_A_14,Upper Newport Bay,UNB-3,UNB-3-00-05,14,black,,Fiber,0.672,0.256,0,0.672,638.4,672,705.6,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.19E+05,1.47E+05,2.20E+05,1.58E-04,1.99E-04,3.01E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_A_2,Upper Newport Bay,UNB-3,UNB-3-00-05,2,gray,,Fiber,0.814,0.13,0,0.814,773.3,814,854.7,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.44E+05,1.78E+05,2.66E+05,1.91E-04,2.41E-04,3.64E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_A_20,Upper Newport Bay,UNB-3,UNB-3-00-05,20,black,,Fiber,0.707,0.318,0,0.707,671.65,707,742.35,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.25E+05,1.55E+05,2.31E+05,1.66E-04,2.09E-04,3.17E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_A_22,Upper Newport Bay,UNB-3,UNB-3-00-05,22,black,,Fiber,0.91,0.528,0,0.91,864.5,910,955.5,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.61E+05,1.99E+05,2.97E+05,2.14E-04,2.69E-04,4.07E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_A_27,Upper Newport Bay,UNB-3,UNB-3-00-05,27,blue,,Fiber,0.674,0.12,0,0.674,640.3,674,707.7,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.19E+05,1.48E+05,2.20E+05,1.58E-04,1.99E-04,3.02E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_A_28,Upper Newport Bay,UNB-3,UNB-3-00-05,28,red,,Fiber,0.352,0.262,0,0.352,334.4,352,369.6,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,6.22E+04,7.71E+04,1.15E+05,8.27E-05,1.04E-04,1.58E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_A_32,Upper Newport Bay,UNB-3,UNB-3-00-05,32,black,,Fiber,0.99,0.273,0,0.99,940.5,990,1039.5,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.75E+05,2.17E+05,3.24E+05,2.33E-04,2.93E-04,4.43E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_A_35,Upper Newport Bay,UNB-3,UNB-3-00-05,35,green,,Fiber,0.798,0.093,0,0.798,758.1,798,837.9,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.41E+05,1.75E+05,2.61E+05,1.88E-04,2.36E-04,3.57E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_A_40,Upper Newport Bay,UNB-3,UNB-3-00-05,40,black,,Fiber,0.752,0.331,0,0.752,714.4,752,789.6,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.33E+05,1.65E+05,2.46E+05,1.77E-04,2.22E-04,3.37E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_A_42,Upper Newport Bay,UNB-3,UNB-3-00-05,42,black,,Fiber,0.958,0.222,0,0.958,910.1,958,1005.9,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.69E+05,2.10E+05,3.13E+05,2.25E-04,2.83E-04,4.29E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_A_46,Upper Newport Bay,UNB-3,UNB-3-00-05,46,black,,Fiber,0.425,0.343,0,0.425,403.75,425,446.25,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,7.51E+04,9.31E+04,1.39E+05,9.99E-05,1.26E-04,1.90E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_B_10,Upper Newport Bay,UNB-3,UNB-3-00-05,10,black,,Fiber,0.845,0.223,0,0.845,802.75,845,887.25,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.49E+05,1.85E+05,2.76E+05,1.99E-04,2.50E-04,3.78E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_B_11,Upper Newport Bay,UNB-3,UNB-3-00-05,11,gray,,Fiber,0.593,0.333,0,0.593,563.35,593,622.65,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.05E+05,1.30E+05,1.94E+05,1.39E-04,1.75E-04,2.66E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_B_2,Upper Newport Bay,UNB-3,UNB-3-00-05,2,orange,,Fiber,1.031,0.279,0,1.031,979.45,1031,1082.55,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.82E+05,2.26E+05,3.37E+05,2.42E-04,3.05E-04,4.62E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_B_38,Upper Newport Bay,UNB-3,UNB-3-00-05,38,black,,Fiber,0.82,0.371,0,0.82,779,820,861,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.45E+05,1.80E+05,2.68E+05,1.93E-04,2.42E-04,3.67E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_B_44,Upper Newport Bay,UNB-3,UNB-3-00-05,44,black,,Fiber,0.505,0.202,0,0.505,479.75,505,530.25,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,8.92E+04,1.11E+05,1.65E+05,1.19E-04,1.49E-04,2.26E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_B_65,Upper Newport Bay,UNB-3,UNB-3-00-05,65,black,,Fiber,0.787,0.242,0,0.787,747.65,787,826.35,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.39E+05,1.72E+05,2.57E+05,1.85E-04,2.33E-04,3.52E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_B_9,Upper Newport Bay,UNB-3,UNB-3-00-05,9,gray,,Fiber,1.153,0.345,0,1.153,1095.35,1153,1210.65,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,2.04E+05,2.53E+05,3.77E+05,2.71E-04,3.41E-04,5.16E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_C_47,Upper Newport Bay,UNB-3,UNB-3-00-05,47,gray,,Fiber,0.653,0.123,0,0.653,620.35,653,685.65,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.15E+05,1.43E+05,2.13E+05,1.53E-04,1.93E-04,2.92E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_C_49,Upper Newport Bay,UNB-3,UNB-3-00-05,49,black,,Fiber,0.979,0.377,0,0.979,930.05,979,1027.95,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.73E+05,2.14E+05,3.20E+05,2.30E-04,2.89E-04,4.38E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_C_51,Upper Newport Bay,UNB-3,UNB-3-00-05,51,blue,,Fiber,0.775,0.159,0,0.775,736.25,775,813.75,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.37E+05,1.70E+05,2.53E+05,1.82E-04,2.29E-04,3.47E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_C_55,Upper Newport Bay,UNB-3,UNB-3-00-05,55,gray,,Fiber,1.111,0.138,0,1.111,1055.45,1111,1166.55,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.96E+05,2.43E+05,3.63E+05,2.61E-04,3.29E-04,4.97E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_C_56,Upper Newport Bay,UNB-3,UNB-3-00-05,56,gray,,Fiber,0.825,0.181,0,0.825,783.75,825,866.25,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.46E+05,1.81E+05,2.70E+05,1.94E-04,2.44E-04,3.69E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_D_28,Upper Newport Bay,UNB-3,UNB-3-00-05,28,black,,Fiber,1.268,0.284,0,1.268,1204.6,1268,1331.4,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,2.24E+05,2.78E+05,4.14E+05,2.98E-04,3.75E-04,5.68E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_D_37,Upper Newport Bay,UNB-3,UNB-3-00-05,37,black,,Fiber,0.599,0.306,0,0.599,569.05,599,628.95,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.06E+05,1.31E+05,1.96E+05,1.41E-04,1.77E-04,2.68E-04,
NA,fiber,,fiber,UNB-3-00-05-250um_E_2,Upper Newport Bay,UNB-3,UNB-3-00-05,2,black,,Fiber,1.586,1.021,0,1.586,1506.7,1586,1665.3,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,2.80E+05,3.47E+05,5.18E+05,3.73E-04,4.69E-04,7.10E-04,
NA,fiber,,fiber,UNB-3-00-05-500um_A_27,Upper Newport Bay,UNB-3,UNB-3-00-05,27,clear,,Fiber,0.837,0.325,0,0.837,795.15,837,878.85,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.48E+05,1.83E+05,2.74E+05,1.97E-04,2.48E-04,3.75E-04,
NA,fiber,,fiber,UNB-3-00-05-500um_C_5,Upper Newport Bay,UNB-3,UNB-3-00-05,5,red,,Fiber,0.665,0.487,0,0.665,631.75,665,698.25,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.18E+05,1.46E+05,2.17E+05,1.56E-04,1.97E-04,2.98E-04,
NA,fiber,,fiber,UNB-3-05-10-1000um_D_24,Upper Newport Bay,UNB-3,UNB-3-05-10,24,gray,,Fiber,1.422,0.745,0,1.422,1350.9,1422,1493.1,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,2.51E+05,3.11E+05,4.65E+05,3.34E-04,4.20E-04,6.37E-04,
NA,fiber,,fiber,UNB-3-05-10-250um_A_15,Upper Newport Bay,UNB-3,UNB-3-05-10,15,blue,,Fiber,0.972,0.302,0,0.972,923.4,972,1020.6,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.72E+05,2.13E+05,3.18E+05,2.28E-04,2.87E-04,4.35E-04,
NA,fiber,,fiber,UNB-3-05-10-500um_A_18,Upper Newport Bay,UNB-3,UNB-3-05-10,18,black,,Fiber,0.567,0.372,0,0.567,538.65,567,595.35,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.00E+05,1.24E+05,1.85E+05,1.33E-04,1.68E-04,2.54E-04,
NA,fiber,,fiber,UNB-3-05-10-500um_A_37,Upper Newport Bay,UNB-3,UNB-3-05-10,37,red,,Fiber,2.79,0.296,0,2.79,2650.5,2790,2929.5,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,4.93E+05,6.11E+05,9.12E+05,6.56E-04,8.25E-04,1.25E-03,
NA,fiber,,fiber,UNB-3-05-10-500um_A_45,Upper Newport Bay,UNB-3,UNB-3-05-10,45,gray,,Fiber,0.669,0.388,0,0.669,635.55,669,702.45,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.18E+05,1.47E+05,2.19E+05,1.57E-04,1.98E-04,3.00E-04,
NA,fiber,,fiber,UNB-3-05-10-500um_C_20,Upper Newport Bay,UNB-3,UNB-3-05-10,20,black,,Fiber,1.267,0.568,0,1.267,1203.65,1267,1330.35,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,2.24E+05,2.78E+05,4.14E+05,2.98E-04,3.75E-04,5.67E-04,
NA,fiber,,fiber,UNB-3-10-15-1000um_B_6,Upper Newport Bay,UNB-3,UNB-3-10-15,6,clear,,Fiber,3.675,3.342,0,3.675,3491.25,3675,3858.75,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,6.49E+05,8.05E+05,1.20E+06,8.64E-04,1.09E-03,1.65E-03,
NA,fiber,,fiber,UNB-3-10-15-1000um_E_20,Upper Newport Bay,UNB-3,UNB-3-10-15,20,white,,Fiber,3.135,0.507,0,3.135,2978.25,3135,3291.75,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,5.54E+05,6.87E+05,1.02E+06,7.37E-04,9.27E-04,1.40E-03,
NA,fiber,,fiber,UNB-3-10-15-1000um_E_27,Upper Newport Bay,UNB-3,UNB-3-10-15,27,blue,,Fiber,0.799,0.466,0,0.799,759.05,799,838.95,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.41E+05,1.75E+05,2.61E+05,1.88E-04,2.36E-04,3.58E-04,
NA,fiber,,fiber,UNB-3-10-15-250um_A_1,Upper Newport Bay,UNB-3,UNB-3-10-15,1,black,,Fiber,0.485,0.273,0,0.485,460.75,485,509.25,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,8.57E+04,1.06E+05,1.59E+05,1.14E-04,1.43E-04,2.17E-04,
NA,fiber,,fiber,UNB-3-10-15-250um_A_43,Upper Newport Bay,UNB-3,UNB-3-10-15,43,black,,Fiber,0.392,0.305,0,0.392,372.4,392,411.6,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,6.93E+04,8.59E+04,1.28E+05,9.21E-05,1.16E-04,1.76E-04,
NA,fiber,,fiber,UNB-3-10-15-250um_A_9,Upper Newport Bay,UNB-3,UNB-3-10-15,9,gray,,Fiber,0.856,0.224,0,0.856,813.2,856,898.8,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.51E+05,1.87E+05,2.80E+05,2.01E-04,2.53E-04,3.83E-04,
NA,fiber,,fiber,UNB-3-10-15-250um_B_22,Upper Newport Bay,UNB-3,UNB-3-10-15,22,black,,Fiber,1.046,0.16,0,1.046,993.7,1046,1098.3,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.85E+05,2.29E+05,3.42E+05,2.46E-04,3.09E-04,4.68E-04,
NA,fiber,,fiber,UNB-3-10-15-250um_B_32,Upper Newport Bay,UNB-3,UNB-3-10-15,32,gray,,Fiber,1.622,0.582,0,1.622,1540.9,1622,1703.1,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,2.87E+05,3.55E+05,5.30E+05,3.81E-04,4.80E-04,7.26E-04,
NA,fiber,,fiber,UNB-3-10-15-250um_C_13,Upper Newport Bay,UNB-3,UNB-3-10-15,13,black,,Fiber,1.007,0.44,0,1.007,956.65,1007,1057.35,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.78E+05,2.21E+05,3.29E+05,2.37E-04,2.98E-04,4.51E-04,
NA,fiber,,fiber,UNB-3-10-15-250um_D_37,Upper Newport Bay,UNB-3,UNB-3-10-15,37,black,,Fiber,0.799,0.346,0,0.799,759.05,799,838.95,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.41E+05,1.75E+05,2.61E+05,1.88E-04,2.36E-04,3.58E-04,
NA,fiber,,fiber,UNB-3-10-15-250um_E_2,Upper Newport Bay,UNB-3,UNB-3-10-15,2,red,,Fiber,1.147,0.136,0,1.147,1089.65,1147,1204.35,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,2.03E+05,2.51E+05,3.75E+05,2.70E-04,3.39E-04,5.14E-04,
NA,fiber,,fiber,UNB-3-10-15-250um_E_22,Upper Newport Bay,UNB-3,UNB-3-10-15,22,black,,Fiber,0.598,0.11,0,0.598,568.1,598,627.9,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.06E+05,1.31E+05,1.95E+05,1.41E-04,1.77E-04,2.68E-04,
NA,fiber,,fiber,UNB-3-10-15-250um_E_23,Upper Newport Bay,UNB-3,UNB-3-10-15,23,red,,Fiber,0.578,0.252,0,0.578,549.1,578,606.9,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.02E+05,1.27E+05,1.89E+05,1.36E-04,1.71E-04,2.59E-04,
NA,fiber,,fiber,UNB-3-10-15-250um_E_40,Upper Newport Bay,UNB-3,UNB-3-10-15,40,clear,,Fiber,1.051,0.472,0,1.051,998.45,1051,1103.55,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.86E+05,2.30E+05,3.44E+05,2.47E-04,3.11E-04,4.71E-04,
NA,fiber,,fiber,UNB-3-10-15-500um_A_28,Upper Newport Bay,UNB-3,UNB-3-10-15,28,blue,,Fiber,0.678,0.557,0,0.678,644.1,678,711.9,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.20E+05,1.49E+05,2.22E+05,1.59E-04,2.00E-04,3.04E-04,
NA,fiber,,fiber,UNB-3-10-15-500um_C_36,Upper Newport Bay,UNB-3,UNB-3-10-15,36,blue,,Fiber,2.49,0.899,0,2.49,2365.5,2490,2614.5,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,4.40E+05,5.45E+05,8.14E+05,5.85E-04,7.36E-04,1.11E-03,
NA,fiber,,fiber,UNB-3-10-15-500um_E_6,Upper Newport Bay,UNB-3,UNB-3-10-15,6,clear,,Fiber,1.116,0.845,0,1.116,1060.2,1116,1171.8,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.97E+05,2.44E+05,3.65E+05,2.62E-04,3.30E-04,5.00E-04,
NA,fiber,,fiber,UNB-3-15-20-1000um_B_17,Upper Newport Bay,UNB-3,UNB-3-15-20,17,yellow,,Fiber,0.522,0.09,0,0.522,495.9,522,548.1,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,9.22E+04,1.14E+05,1.71E+05,1.23E-04,1.54E-04,2.34E-04,
NA,fiber,,fiber,UNB-3-15-20-1000um_B_4,Upper Newport Bay,UNB-3,UNB-3-15-20,4,clear,,Fiber,4.435,1.487,0,4.435,4213.25,4435,4656.75,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,7.84E+05,9.71E+05,1.45E+06,1.04E-03,1.31E-03,1.99E-03,
NA,fiber,,fiber,UNB-3-15-20-1000um_C_16,Upper Newport Bay,UNB-3,UNB-3-15-20,16,black,,Fiber,5.088,0.814,0,5.088,4833.6,5088,5342.4,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,8.99E+05,1.11E+06,1.66E+06,1.20E-03,1.50E-03,2.28E-03,
NA,fiber,,fiber,UNB-3-15-20-1000um_C_8,Upper Newport Bay,UNB-3,UNB-3-15-20,8,clear,,Fiber,6.343,2.626,0,6.343,6025.85,6343,6660.15,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.12E+06,1.39E+06,2.07E+06,1.49E-03,1.88E-03,2.84E-03,
NA,fiber,,fiber,UNB-3-15-20-250um_A_12,Upper Newport Bay,UNB-3,UNB-3-15-20,12,gray,,Fiber,0.776,0.102,0,0.776,737.2,776,814.8,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.37E+05,1.70E+05,2.54E+05,1.82E-04,2.29E-04,3.47E-04,
NA,fiber,,fiber,UNB-3-15-20-250um_A_25,Upper Newport Bay,UNB-3,UNB-3-15-20,25,gray,,Fiber,0.586,0.076,0,0.586,556.7,586,615.3,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.04E+05,1.28E+05,1.92E+05,1.38E-04,1.73E-04,2.62E-04,
NA,fiber,,fiber,UNB-3-15-20-250um_A_26,Upper Newport Bay,UNB-3,UNB-3-15-20,26,black,,Fiber,1.519,1.302,0,1.519,1443.05,1519,1594.95,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,2.68E+05,3.33E+05,4.96E+05,3.57E-04,4.49E-04,6.80E-04,
NA,fiber,,fiber,UNB-3-15-20-250um_B_39,Upper Newport Bay,UNB-3,UNB-3-15-20,39,gray,,Fiber,1.066,0.167,0,1.066,1012.7,1066,1119.3,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.88E+05,2.33E+05,3.48E+05,2.51E-04,3.15E-04,4.77E-04,
NA,fiber,,fiber,UNB-3-15-20-250um_B_41,Upper Newport Bay,UNB-3,UNB-3-15-20,41,red,,Fiber,1.215,0.167,0,1.215,1154.25,1215,1275.75,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,2.15E+05,2.66E+05,3.97E+05,2.86E-04,3.59E-04,5.44E-04,
NA,fiber,,fiber,UNB-3-15-20-250um_C_57,Upper Newport Bay,UNB-3,UNB-3-15-20,57,gray,,Fiber,0.964,0.365,0,0.964,915.8,964,1012.2,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.70E+05,2.11E+05,3.15E+05,2.27E-04,2.85E-04,4.32E-04,
NA,fiber,,fiber,UNB-3-15-20-250um_D_21,Upper Newport Bay,UNB-3,UNB-3-15-20,21,gray,,Fiber,1.568,0.302,0,1.568,1489.6,1568,1646.4,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,2.77E+05,3.43E+05,5.13E+05,3.69E-04,4.64E-04,7.02E-04,
NA,fiber,,fiber,UNB-3-15-20-250um_D_28,Upper Newport Bay,UNB-3,UNB-3-15-20,28,pink,,Fiber,0.958,0.165,0,0.958,910.1,958,1005.9,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,1.69E+05,2.10E+05,3.13E+05,2.25E-04,2.83E-04,4.29E-04,
NA,fiber,,fiber,UNB-3-15-20-250um_D_47,Upper Newport Bay,UNB-3,UNB-3-15-20,47,green,,Fiber,1.153,0.218,0,1.153,1095.35,1153,1210.65,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,2.04E+05,2.53E+05,3.77E+05,2.71E-04,3.41E-04,5.16E-04,
NA,fiber,,fiber,UNB-3-15-20-500um_A_12,Upper Newport Bay,UNB-3,UNB-3-15-20,12,orange,,Fiber,3.11,0.545,0,3.11,2954.5,3110,3265.5,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,5.50E+05,6.81E+05,1.02E+06,7.31E-04,9.20E-04,1.39E-03,
NA,fiber,,fiber,UNB-3-15-20-500um_A_38,Upper Newport Bay,UNB-3,UNB-3-15-20,38,blue,,Fiber,2.205,0.997,0,2.205,2094.75,2205,2315.25,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,3.90E+05,4.83E+05,7.21E+05,5.18E-04,6.52E-04,9.87E-04,
NA,fiber,,fiber,UNB-3-15-20-500um_A_49,Upper Newport Bay,UNB-3,UNB-3-15-20,49,red,,Fiber,1.492,0.536,0,1.492,1417.4,1492,1566.6,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,2.64E+05,3.27E+05,4.88E+05,3.51E-04,4.41E-04,6.68E-04,
NA,fiber,,fiber,UNB-3-15-20-500um_B_32,Upper Newport Bay,UNB-3,UNB-3-15-20,32,gray,,Fiber,1.643,1.14,0,1.643,1560.85,1643,1725.15,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,2.90E+05,3.60E+05,5.37E+05,3.86E-04,4.86E-04,7.36E-04,
NA,fiber,,fiber,UNB-3-20-25-1000um_A_17,Upper Newport Bay,UNB-3,UNB-3-20-25,17,white,,Fiber,3.668,0.726,0,3.668,3484.6,3668,3851.4,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,6.48E+05,8.03E+05,1.20E+06,8.62E-04,1.08E-03,1.64E-03,
NA,fiber,,fiber,UNB-3-20-25-1000um_A_29,Upper Newport Bay,UNB-3,UNB-3-20-25,29,orange,,Fiber,4.841,1.065,0,4.841,4598.95,4841,5083.05,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,8.55E+05,1.06E+06,1.58E+06,1.14E-03,1.43E-03,2.17E-03,
NA,fiber,,fiber,UNB-3-20-25-1000um_A_4,Upper Newport Bay,UNB-3,UNB-3-20-25,4,orange,,Fiber,1.448,0.871,0,1.448,1375.6,1448,1520.4,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,2.56E+05,3.17E+05,4.73E+05,3.40E-04,4.28E-04,6.48E-04,
NA,fiber,,fiber,UNB-3-20-25-1000um_B_23,Upper Newport Bay,UNB-3,UNB-3-20-25,23,orange,,Fiber,4.9,0.429,0,4.9,4655,4900,5145,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,8.66E+05,1.07E+06,1.60E+06,1.15E-03,1.45E-03,2.19E-03,
NA,fiber,,fiber,UNB-3-20-25-1000um_B_24,Upper Newport Bay,UNB-3,UNB-3-20-25,24,white,,Fiber,2.958,1.166,0,2.958,2810.1,2958,3105.9,15,16.7,20.4,15,16.7,20.4,,,1.33E-09,1.35E-09,1.37E-09,5.23E+05,6.48E+05,9.67E+05,6.95E-04,8.75E-04,1.32E-03,
