Material,Morphology,Material (Raw Data),Morphology (Raw Data),Unique_ID,Site,Location,Sample,Particle.x,Color,Plastic.or.not..morphology.,X1st.Order.Morph,Feret,MinFeret,Length,Length..mm.,Min Length (microns),Length (microns),Max Length (microns),Min Width (microns),Width (microns),Max Width (microns),Min Height (Microns),Height (microns),Max Height (Microns),Polymer.Class..openspecy.,Polymer..openspecy.,Min Density (mg/microns3),Density (mg/microns3),Max Density (mg/microns3),Min Volume (microns3),Volume (microns3),Max Volume (microns3),Min Mass (mg),Mass (mg),Max Mass (mg),OS_Plastic_Not
NA,fragment,,fragment,UNB-3-20-25-1000um_A_36,Upper Newport Bay,UNB-3,UNB-3-20-25,36,white,not plastic,,2.458,2.151,0,2.458,2335.1,2458,2580.9,2043.45,2151,2258.55,24.58,1241.29,2258.55,,,1.12E-09,1.16E-09,1.30E-09,117287405,6562896354,1.32E+10,1.31E-01,7.61E+00,1.71E+01,Not
NA,fragment,,fragment,UNB-3-20-25-1000um_A_37,Upper Newport Bay,UNB-3,UNB-3-20-25,37,white,not plastic,,1.735,1.435,0,1.735,1648.25,1735,1821.75,1363.25,1435,1506.75,17.35,876.175,1506.75,,,1.12E-09,1.16E-09,1.30E-09,38985047.7,2181434802,4135910941,4.37E-02,2.53E+00,5.38E+00,Not
NA,fragment,,fragment,UNB-3-20-25-1000um_A_38,Upper Newport Bay,UNB-3,UNB-3-20-25,38,white,not plastic,,2.385,1.292,0,2.385,2265.75,2385,2504.25,1227.4,1292,1356.6,23.85,1204.425,1356.6,,,1.12E-09,1.16E-09,1.30E-09,66326410,3711339284,4608730445,7.43E-02,4.31E+00,5.99E+00,Not
NA,fragment,,fragment,UNB-3-20-25-1000um_A_39,Upper Newport Bay,UNB-3,UNB-3-20-25,39,yellow,not plastic,,0.54,0.359,0,0.54,513,540,567,341.05,359,376.95,5.4,272.7,376.95,,,1.12E-09,1.16E-09,1.30E-09,944776.71,52865622,80565768.5,1.06E-03,6.13E-02,1.05E-01,Not
NA,fragment,,fragment,UNB-3-20-25-1000um_A_5,Upper Newport Bay,UNB-3,UNB-3-20-25,5,yellow,not plastic,,0.711,0.603,0,0.711,675.45,711,746.55,572.85,603,633.15,7.11,359.055,633.15,,,1.12E-09,1.16E-09,1.30E-09,2751083.2,153938727,299276160,3.08E-03,1.79E-01,3.89E-01,Not
NA,fragment,,fragment,UNB-3-20-25-1000um_A_8,Upper Newport Bay,UNB-3,UNB-3-20-25,8,yellow,not plastic,,0.704,0.451,0,0.704,668.8,704,739.2,428.45,451,473.55,7.04,355.52,473.55,,,1.12E-09,1.16E-09,1.30E-09,2017293.41,112879022,165765306,2.26E-03,1.31E-01,2.15E-01,Not
NA,fragment,,fragment,UNB-3-20-25-1000um_A_9,Upper Newport Bay,UNB-3,UNB-3-20-25,9,yellow,not plastic,,1.693,1.32,0,1.693,1608.35,1693,1777.65,1254,1320,1386,16.93,854.965,1386,,,1.12E-09,1.16E-09,1.30E-09,34145624.3,1910641583,3414858539,3.82E-02,2.22E+00,4.44E+00,Not
NA,fragment,,fragment,UNB-3-20-25-1000um_B_15,Upper Newport Bay,UNB-3,UNB-3-20-25,15,yellow,not plastic,,1.335,0.63,0,1.335,1268.25,1335,1401.75,598.5,630,661.5,13.35,321.675,630,,,1.12E-09,1.16E-09,1.30E-09,10133285.8,270544759,584172304,1.13E-02,3.14E-01,7.59E-01,Not
NA,fragment,,fragment,UNB-3-20-25-1000um_B_26,Upper Newport Bay,UNB-3,UNB-3-20-25,26,white,not plastic,,0.776,0.559,0,0.776,737.2,776,814.8,531.05,559,586.95,7.76,391.88,586.95,,,1.12E-09,1.16E-09,1.30E-09,3037962.87,169991274,280706994,3.40E-03,1.97E-01,3.65E-01,Not
NA,fragment,,fragment,UNB-3-20-25-1000um_B_8,Upper Newport Bay,UNB-3,UNB-3-20-25,8,yellow,not plastic,,2.119,1.083,0,2.119,2013.05,2119,2224.95,1028.85,1083,1137.15,21.19,1070.095,1137.15,,,1.12E-09,1.16E-09,1.30E-09,43887170.4,2455736403,2877105367,4.92E-02,2.85E+00,3.74E+00,Not
NA,fragment,,fragment,UNB-3-20-25-1000um_C_11,Upper Newport Bay,UNB-3,UNB-3-20-25,11,yellow,not plastic,,0.954,0.695,0,0.954,906.3,954,1001.7,660.25,695,729.75,9.54,481.77,729.75,,,1.12E-09,1.16E-09,1.30E-09,5708588.85,319427963,533440372,6.39E-03,3.71E-01,6.93E-01,Not
NA,fragment,,fragment,UNB-3-20-25-250um_A_14,Upper Newport Bay,UNB-3,UNB-3-20-25,14,black,not plastic,,1.175,0.565,0,1.175,1116.25,1175,1233.75,536.75,565,593.25,11.75,288.375,565,,,1.12E-09,1.16E-09,1.30E-09,7039979.45,191444953,413536036,7.88E-03,2.22E-01,5.38E-01,Not
NA,fragment,,fragment,UNB-3-20-25-250um_A_29,Upper Newport Bay,UNB-3,UNB-3-20-25,29,black,not plastic,,0.897,0.63,0,0.897,852.15,897,941.85,598.5,630,661.5,8.97,452.985,661.5,,,1.12E-09,1.16E-09,1.30E-09,4574805.62,255986353,412136842,5.12E-03,2.97E-01,5.36E-01,Not
NA,fragment,,fragment,UNB-3-20-25-250um_A_50,Upper Newport Bay,UNB-3,UNB-3-20-25,50,black,not plastic,,0.842,0.345,0,0.842,799.9,842,884.1,327.75,345,362.25,8.42,176.71,345,,,1.12E-09,1.16E-09,1.30E-09,2207448.03,51332487.9,110491503,2.47E-03,5.95E-02,1.44E-01,Not
NA,fragment,,fragment,UNB-3-20-25-250um_A_54,Upper Newport Bay,UNB-3,UNB-3-20-25,54,black,not plastic,,0.428,0.105,0,0.428,406.6,428,449.4,99.75,105,110.25,4.28,54.64,105,,,1.12E-09,1.16E-09,1.30E-09,173589.738,2455521.6,5202366.75,1.94E-04,2.85E-03,6.76E-03,Not
NA,fragment,,fragment,UNB-3-20-25-250um_B_16,Upper Newport Bay,UNB-3,UNB-3-20-25,16,brown,not plastic,,1.013,0.628,0,1.013,962.35,1013,1063.65,596.6,628,659.4,10.13,511.565,659.4,,,1.12E-09,1.16E-09,1.30E-09,5816018.04,325439237,462483912,6.51E-03,3.78E-01,6.01E-01,Not
NA,fragment,,fragment,UNB-3-20-25-250um_B_7,Upper Newport Bay,UNB-3,UNB-3-20-25,7,brown,not plastic,,0.95,0.257,0,0.95,902.5,950,997.5,244.15,257,269.85,9.5,133.25,257,,,1.12E-09,1.16E-09,1.30E-09,2093281.06,32532987.5,69178071.4,2.34E-03,3.77E-02,8.99E-02,Not
NA,fragment,,fragment,UNB-3-20-25-250um_C_1,Upper Newport Bay,UNB-3,UNB-3-20-25,1,black,not plastic,,1.279,0.713,0,1.279,1215.05,1279,1342.95,677.35,713,748.65,12.79,645.895,748.65,,,1.12E-09,1.16E-09,1.30E-09,10526350.6,589009090,752692349,1.18E-02,6.83E-01,9.79E-01,Not
NA,fragment,,fragment,UNB-3-20-25-250um_D_4,Upper Newport Bay,UNB-3,UNB-3-20-25,4,white,not plastic,,0.753,0.588,0,0.753,715.35,753,790.65,558.6,588,617.4,7.53,380.265,617.4,,,1.12E-09,1.16E-09,1.30E-09,3008946.66,168367652,301382149,3.37E-03,1.95E-01,3.92E-01,Not
NA,fragment,,fragment,UNB-3-20-25-500um_A_1,Upper Newport Bay,UNB-3,UNB-3-20-25,1,clear,not plastic,,2.1,1.359,0,2.1,1995,2100,2205,1291.05,1359,1426.95,21,1060.5,1426.95,,,1.12E-09,1.16E-09,1.30E-09,54088539.8,3026560950,4489790797,6.06E-02,3.51E+00,5.84E+00,Not
NA,fragment,,fragment,UNB-3-20-25-500um_A_18,Upper Newport Bay,UNB-3,UNB-3-20-25,18,black,not plastic,,0.613,0.395,0,0.613,582.35,613,643.65,375.25,395,414.75,6.13,309.565,414.75,,,1.12E-09,1.16E-09,1.30E-09,1339569.51,74956521.3,110719104,1.50E-03,8.69E-02,1.44E-01,Not
NA,fragment,,fragment,UNB-3-20-25-500um_A_2,Upper Newport Bay,UNB-3,UNB-3-20-25,2,black,not plastic,,2.295,0.859,0,2.295,2180.25,2295,2409.75,816.05,859,901.95,22.95,440.975,859,,,1.12E-09,1.16E-09,1.30E-09,40832479.6,869340320,1867014177,4.57E-02,1.01E+00,2.43E+00,Not
NA,fragment,,fragment,UNB-3-20-25-500um_C_49,Upper Newport Bay,UNB-3,UNB-3-20-25,49,white,not plastic,,2.254,0.434,0,2.254,2141.3,2254,2366.7,412.3,434,455.7,22.54,228.27,434,,,1.12E-09,1.16E-09,1.30E-09,19899619.1,223301932,468071252,2.23E-02,2.59E-01,6.08E-01,Not
NA,fragment,,fragment,UNB-3-20-25-500um_D_11,Upper Newport Bay,UNB-3,UNB-3-20-25,11,black,not plastic,,0.739,0.269,0,0.739,702.05,739,775.95,255.55,269,282.45,7.39,138.195,269,,,1.12E-09,1.16E-09,1.30E-09,1325831.6,27471922.2,58955943.8,1.48E-03,3.19E-02,7.66E-02,Not
NA,fragment,,fragment,UNB-3-25-30-250um_A_50,Upper Newport Bay,UNB-3,UNB-3-25-30,50,black,not plastic,,0.861,0.613,0,0.861,817.95,861,904.05,582.35,613,643.65,8.61,434.805,643.65,,,1.12E-09,1.16E-09,1.30E-09,4101228.7,229487035,374534646,4.59E-03,2.66E-01,4.87E-01,Not
NA,fragment,,fragment,UNB-3-25-30-250um_B_11,Upper Newport Bay,UNB-3,UNB-3-25-30,11,black,not plastic,,0.689,0.6,0,0.689,654.55,689,723.45,570,600,630,6.89,347.945,630,,,1.12E-09,1.16E-09,1.30E-09,2570614.22,143840463,287137305,2.88E-03,1.67E-01,3.73E-01,Not
NA,fragment,,fragment,UNB-3-25-30-250um_B_15,Upper Newport Bay,UNB-3,UNB-3-25-30,15,black,not plastic,,1.016,0.811,0,1.016,965.2,1016,1066.8,770.45,811,851.55,10.16,513.08,851.55,,,1.12E-09,1.16E-09,1.30E-09,7555365.53,422765606,773576581,8.46E-03,4.90E-01,1.01E+00,Not
NA,fragment,,fragment,UNB-3-25-30-250um_C_27,Upper Newport Bay,UNB-3,UNB-3-25-30,27,black,not plastic,,0.575,0.287,0,0.575,546.25,575,603.75,272.65,287,301.35,5.75,146.375,287,,,1.12E-09,1.16E-09,1.30E-09,856376.609,24155534.4,52216797.9,9.59E-04,2.80E-02,6.79E-02,Not
NA,fragment,,fragment,UNB-3-25-30-250um_D_10,Upper Newport Bay,UNB-3,UNB-3-25-30,10,black,not plastic,,0.893,0.463,0,0.893,848.35,893,937.65,439.85,463,486.15,8.93,450.965,486.15,,,1.12E-09,1.16E-09,1.30E-09,3332200.46,186455538,221605910,3.73E-03,2.16E-01,2.88E-01,Not
NA,fragment,,fragment,UNB-3-25-30-250um_E_19,Upper Newport Bay,UNB-3,UNB-3-25-30,19,black,not plastic,,1.1,0.923,0,1.1,1045,1100,1155,876.85,923,969.15,11,555.5,969.15,,,1.12E-09,1.16E-09,1.30E-09,10079390.8,563999150,1084835739,1.13E-02,6.54E-01,1.41E+00,Not
NA,fragment,,fragment,UNB-3-25-30-250um_E_21,Upper Newport Bay,UNB-3,UNB-3-25-30,21,black,not plastic,,1.392,0.973,0,1.392,1322.4,1392,1461.6,924.35,973,1021.65,13.92,702.96,1021.65,,,1.12E-09,1.16E-09,1.30E-09,17015257.3,952100271,1525572365,1.91E-02,1.10E+00,1.98E+00,Not
NA,fragment,,fragment,UNB-3-25-30-250um_E_30,Upper Newport Bay,UNB-3,UNB-3-25-30,30,clear,not plastic,,0.865,0.495,0,0.865,821.75,865,908.25,470.25,495,519.75,8.65,436.825,519.75,,,1.12E-09,1.16E-09,1.30E-09,3342601.66,187037544,245354712,3.74E-03,2.17E-01,3.19E-01,Not
NA,fragment,,fragment,UNB-3-25-30-250um_E_35,Upper Newport Bay,UNB-3,UNB-3-25-30,35,clear,not plastic,,0.614,0.414,0,0.614,583.3,614,644.7,393.3,414,434.7,6.14,310.07,434.7,,,1.12E-09,1.16E-09,1.30E-09,1408589,78818553.7,121825149,1.58E-03,9.14E-02,1.58E-01,Not
NA,fragment,,fragment,UNB-3-25-30-250um_E_6,Upper Newport Bay,UNB-3,UNB-3-25-30,6,clear,not plastic,,0.743,0.351,0,0.743,705.85,743,780.15,333.45,351,368.55,7.43,179.215,351,,,1.12E-09,1.16E-09,1.30E-09,1748767.02,46738017.5,100921023,1.96E-03,5.42E-02,1.31E-01,Not
NA,fragment,,fragment,UNB-3-25-30-250um_F_18,Upper Newport Bay,UNB-3,UNB-3-25-30,18,clear,not plastic,,0.567,0.385,0,0.567,538.65,567,595.35,365.75,385,404.25,5.67,286.335,404.25,,,1.12E-09,1.16E-09,1.30E-09,1117053.72,62505498.8,97290943.5,1.25E-03,7.25E-02,1.26E-01,Not
NA,fragment,,fragment,UNB-3-25-30-250um_F_23,Upper Newport Bay,UNB-3,UNB-3-25-30,23,clear,not plastic,,0.538,0.403,0,0.538,511.1,538,564.9,382.85,403,423.15,5.38,271.69,423.15,,,1.12E-09,1.16E-09,1.30E-09,1052729.54,58906195.7,101148691,1.18E-03,6.83E-02,1.31E-01,Not
NA,fragment,,fragment,UNB-3-25-30-250um_F_35,Upper Newport Bay,UNB-3,UNB-3-25-30,35,clear,not plastic,,0.525,0.359,0,0.525,498.75,525,551.25,341.05,359,376.95,5.25,265.125,376.95,,,1.12E-09,1.16E-09,1.30E-09,893018.109,49969434.4,78327830.5,1.00E-03,5.80E-02,1.02E-01,Not
NA,fragment,,fragment,UNB-3-25-30-250um_F_46,Upper Newport Bay,UNB-3,UNB-3-25-30,46,clear,not plastic,,0.574,0.4,0,0.574,545.3,574,602.7,380,400,420,5.74,289.87,420,,,1.12E-09,1.16E-09,1.30E-09,1189408.36,66554152,106316280,1.33E-03,7.72E-02,1.38E-01,Not
NA,fragment,,fragment,UNB-3-25-30-250um_F_49,Upper Newport Bay,UNB-3,UNB-3-25-30,49,clear,not plastic,,0.772,0.457,0,0.772,733.4,772,810.6,434.15,457,479.85,7.72,389.86,479.85,,,1.12E-09,1.16E-09,1.30E-09,2458091.31,137544167,186645532,2.75E-03,1.60E-01,2.43E-01,Not
NA,fragment,,fragment,UNB-3-25-30-250um_F_53,Upper Newport Bay,UNB-3,UNB-3-25-30,53,black,not plastic,,1.389,1.141,0,1.389,1319.55,1389,1458.45,1083.95,1141,1198.05,13.89,701.445,1198.05,,,1.12E-09,1.16E-09,1.30E-09,19867231.2,1111684407,2093348000,2.23E-02,1.29E+00,2.72E+00,Not
NA,fragment,,fragment,UNB-3-25-30-250um_F_54,Upper Newport Bay,UNB-3,UNB-3-25-30,54,clear,not plastic,,0.673,0.377,0,0.673,639.35,673,706.65,358.15,377,395.85,6.73,339.865,395.85,,,1.12E-09,1.16E-09,1.30E-09,1541056.95,86230887.7,110730092,1.73E-03,1.00E-01,1.44E-01,Not
NA,fragment,,fragment,UNB-3-25-30-250um_G_15,Upper Newport Bay,UNB-3,UNB-3-25-30,15,white,not plastic,,1.668,1.16,0,1.668,1584.6,1668,1751.4,1102,1160,1218,16.68,842.34,1218,,,1.12E-09,1.16E-09,1.30E-09,29127103.1,1629826819,2598243934,3.26E-02,1.89E+00,3.38E+00,Not
NA,fragment,,fragment,UNB-3-25-30-250um_G_16,Upper Newport Bay,UNB-3,UNB-3-25-30,16,clear,not plastic,,0.931,0.576,0,0.931,884.45,931,977.55,547.2,576,604.8,9.31,470.155,604.8,,,1.12E-09,1.16E-09,1.30E-09,4505770.38,252123440,357571211,5.05E-03,2.92E-01,4.65E-01,Not
NA,fragment,,fragment,UNB-3-25-30-250um_G_23,Upper Newport Bay,UNB-3,UNB-3-25-30,23,black,not plastic,,1.519,1.254,0,1.519,1443.05,1519,1594.95,1191.3,1254,1316.7,15.19,767.095,1316.7,,,1.12E-09,1.16E-09,1.30E-09,26113212,1461182500,2765163045,2.92E-02,1.69E+00,3.59E+00,Not
NA,fragment,,fragment,UNB-3-25-30-250um_G_35,Upper Newport Bay,UNB-3,UNB-3-25-30,35,clear,not plastic,,0.877,0.596,0,0.877,833.15,877,920.85,566.2,596,625.8,8.77,442.885,625.8,,,1.12E-09,1.16E-09,1.30E-09,4137067.98,231492446,360628471,4.63E-03,2.69E-01,4.69E-01,Not
NA,fragment,,fragment,UNB-3-25-30-500um_A_10,Upper Newport Bay,UNB-3,UNB-3-25-30,10,black,not plastic,,1.692,0.512,0,1.692,1607.4,1692,1776.6,486.4,512,537.6,16.92,264.46,512,,,1.12E-09,1.16E-09,1.30E-09,13228722,229102756,489011282,1.48E-02,2.66E-01,6.36E-01,Not
NA,fragment,,fragment,UNB-3-25-30-500um_A_20,Upper Newport Bay,UNB-3,UNB-3-25-30,20,white,not plastic,,1.816,0.631,0,1.816,1725.2,1816,1906.8,599.45,631,662.55,18.16,324.58,631,,,1.12E-09,1.16E-09,1.30E-09,18780547.9,371934924,797174065,2.10E-02,4.31E-01,1.04E+00,Not
NA,fragment,,fragment,UNB-3-30-35-1000um_A_11,Upper Newport Bay,UNB-3,UNB-3-30-35,11,yellow,not plastic,,4.096,1.747,0,4.096,3891.2,4096,4300.8,1659.65,1747,1834.35,40.96,893.98,1747,,,1.12E-09,1.16E-09,1.30E-09,264520912,6397063414,1.38E+10,2.96E-01,7.42E+00,1.79E+01,Not
NA,fragment,,fragment,UNB-3-30-35-1000um_A_19,Upper Newport Bay,UNB-3,UNB-3-30-35,19,clear,not plastic,,1.578,0.603,0,1.578,1499.1,1578,1656.9,572.85,603,633.15,15.78,309.39,603,,,1.12E-09,1.16E-09,1.30E-09,13551223.9,294395104,632586940,1.52E-02,3.41E-01,8.22E-01,Not
NA,fragment,,fragment,UNB-3-30-35-1000um_A_21,Upper Newport Bay,UNB-3,UNB-3-30-35,21,clear,not plastic,,2.355,1.419,0,2.355,2237.25,2355,2472.75,1348.05,1419,1489.95,23.55,1189.275,1489.95,,,1.12E-09,1.16E-09,1.30E-09,71025030.5,3974253785,5489383841,7.95E-02,4.61E+00,7.14E+00,Not
NA,fragment,,fragment,UNB-3-30-35-1000um_A_23,Upper Newport Bay,UNB-3,UNB-3-30-35,23,yellow,not plastic,,1.929,0.857,0,1.929,1832.55,1929,2025.45,814.15,857,899.85,19.29,438.145,857,,,1.12E-09,1.16E-09,1.30E-09,28780112.5,724320721,1561969213,3.22E-02,8.40E-01,2.03E+00,Not
NA,fragment,,fragment,UNB-3-30-35-1000um_A_25,Upper Newport Bay,UNB-3,UNB-3-30-35,25,yellow,not plastic,,1.335,0.522,0,1.335,1268.25,1335,1401.75,495.9,522,548.1,13.35,267.675,522,,,1.12E-09,1.16E-09,1.30E-09,8396151.09,186534677,401052169,9.40E-03,2.16E-01,5.21E-01,Not
NA,fragment,,fragment,UNB-3-30-35-1000um_A_30,Upper Newport Bay,UNB-3,UNB-3-30-35,30,yellow,not plastic,,1.517,0.324,0,1.517,1441.15,1517,1592.85,307.8,324,340.2,15.17,169.585,324,,,1.12E-09,1.16E-09,1.30E-09,6729199.16,83352384.2,175571573,7.54E-03,9.67E-02,2.28E-01,Not
NA,fragment,,fragment,UNB-3-30-35-1000um_B_1,Upper Newport Bay,UNB-3,UNB-3-30-35,1,brown,not plastic,,1.984,0.63,0,1.984,1884.8,1984,2083.2,598.5,630,661.5,19.84,324.92,630,,,1.12E-09,1.16E-09,1.30E-09,22380567.6,406124006,868163184,2.51E-02,4.71E-01,1.13E+00,Not
NA,fragment,,fragment,UNB-3-30-35-1000um_B_5,Upper Newport Bay,UNB-3,UNB-3-30-35,5,yellow,not plastic,,2.384,0.524,0,2.384,2264.8,2384,2503.2,497.8,524,550.2,23.84,273.92,524,,,1.12E-09,1.16E-09,1.30E-09,26877631.8,342185247,721684575,3.01E-02,3.97E-01,9.38E-01,Not
NA,fragment,,fragment,UNB-3-30-35-250um_B_33,Upper Newport Bay,UNB-3,UNB-3-30-35,33,green,not plastic,,0.545,0.396,0,0.545,517.75,545,572.25,376.2,396,415.8,5.45,275.225,415.8,,,1.12E-09,1.16E-09,1.30E-09,1061537.65,59399059.5,98936096.5,1.19E-03,6.89E-02,1.29E-01,Not
NA,fragment,,fragment,UNB-3-30-35-250um_B_42,Upper Newport Bay,UNB-3,UNB-3-30-35,42,gray,not plastic,,1.126,0.675,0,1.126,1069.7,1126,1182.3,641.25,675,708.75,11.26,568.63,708.75,,,1.12E-09,1.16E-09,1.30E-09,7723742.11,432187232,593900695,8.65E-03,5.01E-01,7.72E-01,Not
NA,fragment,,fragment,UNB-3-30-35-500um_A_30,Upper Newport Bay,UNB-3,UNB-3-30-35,30,white,not plastic,,2.72,1.113,0,2.72,2584,2720,2856,1057.35,1113,1168.65,27.2,570.1,1113,,,1.12E-09,1.16E-09,1.30E-09,74315633.3,1725897936,3714820477,8.32E-02,2.00E+00,4.83E+00,Not
NA,fragment,,fragment,UNB-3-35-40-1000um_A_5,Upper Newport Bay,UNB-3,UNB-3-35-40,5,blue,not plastic,,3.043,0.942,0,3.043,2890.85,3043,3195.15,894.9,942,989.1,30.43,486.215,942,,,1.12E-09,1.16E-09,1.30E-09,78723069.3,1393738215,2977024139,8.82E-02,1.62E+00,3.87E+00,Not
NA,fragment,,fragment,UNB-3-35-40-250um_A_3,Upper Newport Bay,UNB-3,UNB-3-35-40,3,clear,not plastic,,0.473,0.15,0,0.473,449.35,473,496.65,142.5,150,157.5,4.73,77.365,150,,,1.12E-09,1.16E-09,1.30E-09,302873.134,5489046.75,11733356.3,3.39E-04,6.37E-03,1.53E-02,Not
NA,fragment,,fragment,UNB-3-35-40-250um_A_31,Upper Newport Bay,UNB-3,UNB-3-35-40,31,clear,not plastic,,0.897,0.126,0,0.897,852.15,897,941.85,119.7,126,132.3,8.97,67.485,126,,,1.12E-09,1.16E-09,1.30E-09,914961.124,7627289.67,15700451.1,1.02E-03,8.85E-03,2.04E-02,Not
NA,fragment,,fragment,UNB-3-35-40-500um_A_22,Upper Newport Bay,UNB-3,UNB-3-35-40,22,yellow,not plastic,,2.515,0.726,0,2.515,2389.25,2515,2640.75,689.7,726,762.3,25.15,375.575,726,,,1.12E-09,1.16E-09,1.30E-09,41443823,685758637,1461469744,4.64E-02,7.95E-01,1.90E+00,Not
NA,fragment,,fragment,UNB-3-40-45-1000um_A_7,Upper Newport Bay,UNB-3,UNB-3-40-45,7,black,not plastic,,1.982,1.735,0,1.982,1882.9,1982,2081.1,1648.25,1735,1821.75,19.82,1000.91,1821.75,,,1.12E-09,1.16E-09,1.30E-09,61511170.3,3441899281,6906698620,6.89E-02,3.99E+00,8.98E+00,Not
NA,fragment,,fragment,UNB-3-40-45-1000um_A_8,Upper Newport Bay,UNB-3,UNB-3-40-45,8,black,not plastic,,1.404,0.348,0,1.404,1333.8,1404,1474.2,330.6,348,365.4,14.04,181.02,348,,,1.12E-09,1.16E-09,1.30E-09,6190998.09,88444923.8,187458093,6.93E-03,1.03E-01,2.44E-01,Not
NA,fragment,,fragment,UNB-3-40-45-250um_A_3,Upper Newport Bay,UNB-3,UNB-3-40-45,3,clear,not plastic,,0.816,0.682,0,0.816,775.2,816,856.8,647.9,682,716.1,8.16,412.08,716.1,,,1.12E-09,1.16E-09,1.30E-09,4098376.97,229327465,439366363,4.59E-03,2.66E-01,5.71E-01,Not
NA,fragment,,fragment,UNB-3-40-45-250um_A_8,Upper Newport Bay,UNB-3,UNB-3-40-45,8,pink,not plastic,,0.536,0.356,0,0.536,509.2,536,562.8,338.2,356,373.8,5.36,270.68,373.8,,,1.12E-09,1.16E-09,1.30E-09,923053.318,51650074.9,78638040.4,1.03E-03,5.99E-02,1.02E-01,Not
NA,fragment,,fragment,UNB-3-40-45-500um_A_1,Upper Newport Bay,UNB-3,UNB-3-40-45,1,yellow,not plastic,,2.616,0.914,0,2.616,2485.2,2616,2746.8,868.3,914,959.7,26.16,470.08,914,,,1.12E-09,1.16E-09,1.30E-09,56450642,1123972562,2409399019,6.32E-02,1.30E+00,3.13E+00,Not
NA,fragment,,fragment,UNB-3-40-45-500um_A_13,Upper Newport Bay,UNB-3,UNB-3-40-45,13,white,not plastic,,2.758,1.404,0,2.758,2620.1,2758,2895.9,1333.8,1404,1474.2,27.58,1392.79,1474.2,,,1.12E-09,1.16E-09,1.30E-09,96383533.1,5393206007,6.29E+09,1.08E-01,6.26E+00,8.18E+00,Not
NA,fragment,,fragment,UNB-3-40-45-500um_A_19,Upper Newport Bay,UNB-3,UNB-3-40-45,19,yellow,not plastic,,2.332,0.697,0,2.332,2215.4,2332,2448.6,662.15,697,731.85,23.32,360.16,697,,,1.12E-09,1.16E-09,1.30E-09,34208740.2,585405505,1249029513,3.83E-02,6.79E-01,1.62E+00,Not
NA,fragment,,fragment,UNB-3-40-45-500um_A_6,Upper Newport Bay,UNB-3,UNB-3-40-45,6,white,not plastic,,0.895,0.735,0,0.895,850.25,895,939.75,698.25,735,771.75,8.95,451.975,771.75,,,1.12E-09,1.16E-09,1.30E-09,5313499.21,297320454,559713279,5.95E-03,3.45E-01,7.28E-01,Not
NA,fragment,,fragment,UNB-3-40-45-500um_A_7,Upper Newport Bay,UNB-3,UNB-3-40-45,7,clear,not plastic,,3.037,0.638,0,3.037,2885.15,3037,3188.85,606.1,638,669.9,30.37,334.185,638,,,1.12E-09,1.16E-09,1.30E-09,53107697.5,647518861,1362902372,5.95E-02,7.51E-01,1.77E+00,Not
NA,fragment,,fragment,UNB-3-40-45-500um_A_8,Upper Newport Bay,UNB-3,UNB-3-40-45,8,white,not plastic,,2.03,0.751,0,2.03,1928.5,2030,2131.5,713.45,751,788.55,20.3,385.65,751,,,1.12E-09,1.16E-09,1.30E-09,27930533,587934995,1262276538,3.13E-02,6.82E-01,1.64E+00,Not
NA,fragment,,fragment,UNB-3-45-50-250um_A_25,Upper Newport Bay,UNB-3,UNB-3-45-50,25,,not plastic,,1.759,0.63,0,1.759,1671.05,1759,1846.95,598.5,630,661.5,17.59,323.795,630,,,1.12E-09,1.16E-09,1.30E-09,17592171,358819905,769707178,1.97E-02,4.16E-01,1.00E+00,Not
NA,fragment,,fragment,UNB-3-45-50-250um_A_27,Upper Newport Bay,UNB-3,UNB-3-45-50,27,,not plastic,,0.491,0.272,0,0.491,466.45,491,515.55,258.4,272,285.6,4.91,247.955,285.6,,,1.12E-09,1.16E-09,1.30E-09,591805.639,33114886.2,42052052.4,6.63E-04,3.84E-02,5.47E-02,Not
NA,fragment,,fragment,UNB-3-45-50-250um_A_30,Upper Newport Bay,UNB-3,UNB-3-45-50,30,,not plastic,,0.621,0.537,0,0.621,589.95,621,652.05,510.15,537,563.85,6.21,313.605,563.85,,,1.12E-09,1.16E-09,1.30E-09,1868980.18,104580055,207304185,2.09E-03,1.21E-01,2.69E-01,Not
NA,fragment,,fragment,UNB-3-50-55-1000um_A_2,Upper Newport Bay,UNB-3,UNB-3-50-55,2,black,not plastic,,3.338,2.461,0,3.338,3171.1,3338,3504.9,2337.95,2461,2584.05,33.38,1685.69,2584.05,,,1.12E-09,1.16E-09,1.30E-09,247475089,1.38E+10,2.34E+10,2.77E-01,1.61E+01,3.04E+01,Not
NA,fragment,,fragment,UNB-3-50-55-250um_A_13,Upper Newport Bay,UNB-3,UNB-3-50-55,13,,not plastic,,2.889,1.944,0,2.889,2744.55,2889,3033.45,1846.8,1944,2041.2,28.89,1458.945,2041.2,,,1.12E-09,1.16E-09,1.30E-09,146432863,8193750252,1.26E+10,1.64E-01,9.50E+00,1.64E+01,Not
NA,fragment,,fragment,UNB-3-50-55-250um_A_17,Upper Newport Bay,UNB-3,UNB-3-50-55,17,,not plastic,,0.659,0.196,0,0.659,626.05,659,691.95,186.2,196,205.8,6.59,101.295,196,,,1.12E-09,1.16E-09,1.30E-09,768199.661,13083667.4,27911048.8,8.60E-04,1.52E-02,3.63E-02,Not
