Site,Location,Sample,Depth,Size,Unique_ID,Color,Color-Group,Morphology,1st Order Morph,Comment,Feret,MinFeret,Length,plastic_or_not,match_val,good_match_vals,material_class,material_class_specific,spectrum_identity
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_10,clear,Transparent,fiber,Fiber,,0.965,0.087,1.004,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_11,clear,Transparent,fiber,Fiber,,1.726,0.154,1.794,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_12,green,Green,fragment,Non-Fiber,,0.768,0.716,2.819,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_13,blue,Blue,fragment,Non-Fiber,,0.49,0.382,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_14,clear,Transparent,fiber,Fiber,,0.93,0.447,1.911,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_15,gray,Black,fiber,Fiber,,0.82,0.142,0.919,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_16,clear,Transparent,fragment,Non-Fiber,,1.32,0.248,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_17,gray,Black,fragment,Non-Fiber,,0.819,0.523,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_18,clear,Transparent,fiber,Fiber,,0.988,0.612,2.046,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_19,black,,not plastic,,crumbly,1.1,0.923,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_2,blue,Blue,fiber,Fiber,,1.183,0.699,2.73,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_20,pink,Red,film,Non-Fiber,,1.084,0.394,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_21,black,,not plastic,,,1.392,0.973,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_22,gray,Black,fragment,Non-Fiber,,1.016,0.259,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_23,yellow,Yellow,fragment,Non-Fiber,,1.507,0.296,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_24,green,Green,fragment,Non-Fiber,,0.803,0.414,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_25,clear,Transparent,fiber,Fiber,,2.027,0.296,2.133,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_26,pink,Red,fragment,Non-Fiber,,0.93,0.338,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_27,orange,Yellow,fragment,Non-Fiber,,1.524,0.379,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_28,gray,Black,fiber,Fiber,,0.697,0.097,0.743,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_29,gray,Black,fiber,Fiber,,1.558,0.399,1.999,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_3,gray,Black,fragment,Non-Fiber,,0.893,0.409,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_30,clear,,not plastic,,,0.865,0.495,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_31,black,Black,fragment,Non-Fiber,,1.299,0.742,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_32,white,White,fragment,Non-Fiber,,0.639,0.564,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_33,red,Red,fiber,Fiber,,1.437,0.595,2.682,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_34,blue,Blue,fragment,Non-Fiber,,0.838,0.281,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_35,clear,,not plastic,,,0.614,0.414,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_36,clear,Transparent,sphere,Non-Fiber,,0.419,0.383,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_37,black,Black,fragment,Non-Fiber,,0.71,0.553,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_38,pink,Red,fiber,Fiber,,0.922,0.299,1.163,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_39,black,Black,fiber,Fiber,,2.508,0.172,2.575,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_4,black,Black,fiber,Fiber,,1.996,0.244,3.597,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_40,purple,Blue,fiber,Fiber,,0.901,0.182,0.996,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_41,clear,Transparent,fragment,Non-Fiber,,2.053,0.524,4.683,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_42,black,Black,fiber,Fiber,,1.015,0.22,1.213,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_43,clear,Transparent,fragment,Non-Fiber,,1.28,0.156,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_44,yellow,Yellow,fiber,Fiber,,1.138,0.121,1.204,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_45,yellow,Yellow,fiber,Fiber,,2.051,0.345,2.419,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_46,blue,Blue,fiber,Fiber,,1.564,0.438,2.618,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_47,clear,Transparent,film,Non-Fiber,,1.355,0.695,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_48,clear,Transparent,fragment,Non-Fiber,,0.74,0.56,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_49,gray,Black,fiber,Fiber,,0.99,0.66,2.433,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_5,clear,Transparent,sphere,Non-Fiber,,0.374,0.343,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_50,clear,Transparent,fiber,Fiber,,0.873,0.3,1.196,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_51,black,Black,foam,Non-Fiber,,0.718,0.507,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_52,clear,Transparent,fragment,Non-Fiber,,0.42,0.113,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_53,white,White,fragment,Non-Fiber,,1.156,0.372,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_54,yellow,Yellow,fragment,Non-Fiber,,1.599,0.346,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_55,clear,Transparent,fiber,Fiber,,1.343,0.201,1.444,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_56,white,White,fragment,Non-Fiber,,1.36,0.262,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_57,white,White,fragment,Non-Fiber,,0.286,0.224,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_58,clear,Transparent,fiber,Fiber,,1.395,0.734,2.769,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_59,gray,Black,film,Non-Fiber,,0.822,0.365,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_6,clear,,not plastic,,,0.743,0.351,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_7,gray,Black,fragment,Non-Fiber,,0.84,0.437,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_8,clear,Transparent,fiber,Fiber,,1.559,1.072,2.716,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_E_9,clear,Transparent,fiber,Fiber,,2.009,1.056,4.335,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_1,clear,Transparent,fiber,Fiber,,1.202,0.645,5.214,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_10,white,White,fragment,Non-Fiber,,0.64,0.432,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_11,clear,Transparent,fiber,Fiber,,0.645,0.292,1.694,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_12,gray,Black,film,Non-Fiber,,0.863,0.608,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_13,clear,Transparent,fiber,Fiber,,0.939,0.189,1.059,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_14,blue,Blue,fragment,Non-Fiber,,0.787,0.416,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_15,white,White,fragment,Non-Fiber,,0.433,0.188,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_16,clear,Transparent,fragment,Non-Fiber,,0.657,0.209,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_17,yellow,Yellow,fragment,Non-Fiber,,0.939,0.473,1.705,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_18,clear,,not plastic,,,0.567,0.385,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_19,white,White,foam,Non-Fiber,flat,0.84,0.667,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_2,gray,Black,fiber,Fiber,,0.745,0.594,1.647,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_20,clear,Transparent,fiber,Fiber,,1.642,1.008,4.274,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_21,gray,Black,fiber,Fiber,,1.732,0.348,2.141,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_22,black,Black,fiber,Fiber,,1.604,0.266,1.789,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_23,clear,,not plastic,,,0.538,0.403,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_24,clear,Transparent,fiber,Fiber,,0.825,0.466,1.382,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_25,pink,Red,fiber,Fiber,,2.729,1.381,4.909,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_26,clear,Transparent,fragment,Non-Fiber,,0.749,0.345,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_27,black,Black,TRWP,Non-Fiber,,0.942,0.597,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_28,red,Red,fiber,Fiber,,0.808,0.16,1.09,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_29,black,Black,TRWP,Non-Fiber,,0.967,0.342,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_3,black,Black,fiber,Fiber,,0.939,0.22,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_30,green,Green,fiber,Fiber,,0.578,0.217,0.785,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_31,clear,Transparent,fragment,Non-Fiber,,0.451,0.217,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_32,clear,Transparent,sphere,Non-Fiber,,0.387,0.32,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_33,black,Black,TRWP,Non-Fiber,,0.641,0.556,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_34,clear,Transparent,film,Non-Fiber,,0.924,0.542,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_35,clear,,not plastic,,,0.525,0.359,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_36,clear,Transparent,fiber,Fiber,,0.471,0.195,1.199,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_37,clear,Transparent,fiber,Fiber,,0.787,0.3,1.194,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_38,black,Black,fragment,Non-Fiber,,1.029,0.605,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_39,white,White,fragment,Non-Fiber,,1.016,0.529,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_4,blue,Blue,fragment,Non-Fiber,,1.757,0.343,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_40,black,Black,fiber,Fiber,,0.881,0.146,0.968,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_41,gray,Black,fragment,Non-Fiber,,0.544,0.362,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_42,pink,Red,film,Non-Fiber,,0.749,0.307,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_43,clear,Transparent,fragment,Non-Fiber,,0.81,0.333,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_44,clear,Transparent,fragment,Non-Fiber,,0.74,0.351,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_45,clear,Transparent,fragment,Non-Fiber,,1.291,0.164,2.672,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_46,clear,,not plastic,,,0.574,0.4,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_47,yellow,Yellow,fragment,Non-Fiber,,1.712,0.715,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_48,black,Black,TRWP,Non-Fiber,,0.701,0.319,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_49,clear,,not plastic,,,0.772,0.457,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_5,clear,Transparent,fiber,Fiber,,2.005,0.231,2.102,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_50,clear,Transparent,fragment,Non-Fiber,,0.716,0.508,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_51,clear,Transparent,fragment,Non-Fiber,,0.609,0.28,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_52,clear,Transparent,fragment,Non-Fiber,,0.951,0.674,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_53,black,,not plastic,,fibrous,1.389,1.141,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_54,clear,,not plastic,,,0.673,0.377,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_55,clear,Transparent,fragment,Non-Fiber,,2.309,0.806,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_56,clear,Transparent,fragment,Non-Fiber,,0.948,0.158,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_6,yellow,Yellow,fiber,Fiber,,2.112,0.333,4.538,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_7,green,Green,film,Non-Fiber,,0.658,0.417,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_8,blue,Blue,fiber,Fiber,,0.998,0.607,1.74,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_F_9,blue,Blue,fiber,Fiber,,0.982,0.212,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_1,clear,Transparent,fiber,Fiber,,1.384,0.217,2.643,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_10,clear,Transparent,fiber,Fiber,,1.736,0.772,2.713,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_11,brown,,not plastic,,maybe organic,1.674,0.424,2.104,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_12,clear,Transparent,fragment,Non-Fiber,,0.768,0.446,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_13,clear,Transparent,fragment,Non-Fiber,,0.431,0.32,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_14,black,Black,TRWP,Non-Fiber,,0.866,0.429,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_15,white,,not plastic,,,1.668,1.16,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_16,clear,,not plastic,,,0.931,0.576,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_17,black,Black,fragment,Non-Fiber,,1.129,0.1,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_18,white,White,fragment,Non-Fiber,flaky,1.467,0.791,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_19,black,Black,fragment,Non-Fiber,,0.626,0.521,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_2,blue,Blue,fiber,Fiber,,0.83,0.281,1.313,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_20,gray,Black,fragment,Non-Fiber,,1.095,0.541,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_21,red,Red,fiber,Fiber,,0.625,0.111,0.734,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_22,clear,Transparent,sphere,Non-Fiber,,0.404,0.352,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_23,black,,not plastic,,crumbly,1.519,1.254,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_24,black,Black,fragment,Non-Fiber,,0.62,0.422,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_25,gray,Black,fiber,Fiber,,1.052,0.294,1.216,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_26,black,Black,TRWP,Non-Fiber,,0.668,0.462,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_27,gray,Black,fiber,Fiber,,0.781,0.074,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_28,pink,Red,fiber,Fiber,,1.397,0.397,5.066,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_29,black,Black,TRWP,Non-Fiber,,0.977,0.685,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_3,orange,Yellow,fiber,Fiber,,0.83,0.281,1.313,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_30,gray,Black,fiber,Fiber,,1.172,0.269,1.324,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_31,clear,Transparent,fragment,Non-Fiber,,0.681,0.372,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_32,blue,Blue,fiber,Fiber,,1.2,0.432,3.101,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_33,white,,not plastic,,,0.807,0.118,0.876,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_34,blue,Blue,fiber,Fiber,,1.811,0.169,1.863,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_35,clear,,not plastic,,,0.877,0.596,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_36,clear,Transparent,fragment,Non-Fiber,,0.877,0.58,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_37,clear,Transparent,fragment,Non-Fiber,,1.058,0.517,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_38,clear,Transparent,fiber,Fiber,,2.419,1.039,4.362,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_39,black,Black,fragment,Non-Fiber,,0.832,0.38,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_4,pink,Red,fiber,Fiber,,1.552,0.088,1.59,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_40,gray,Black,fragment,Non-Fiber,,0.498,0.283,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_41,clear,Transparent,fiber,Fiber,,1.309,0.222,1.566,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_42,clear,Transparent,sphere,Non-Fiber,,0.309,0.272,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_43,black,Black,TRWP,Non-Fiber,,0.487,0.394,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_44,black,Black,fragment,Non-Fiber,,1,0.308,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_45,gray,Black,film,Non-Fiber,,1.567,0.521,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_46,blue,Blue,fiber,Fiber,,0.826,0.433,3.049,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_47,blue,Blue,fragment,Non-Fiber,,0.652,0.454,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_48,white,White,fragment,Non-Fiber,,1.098,0.369,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_49,black,Black,TRWP,Non-Fiber,,0.762,0.363,0,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_5,clear,Transparent,fragment,Non-Fiber,,0.744,0.381,1.19,,,,,,
Upper Newport Bay,UNB-3,UNB-3-25-30,25-30cm,250um,UNB-3-25-30-250um_G_50,black,Black,TRWP,Non-Fiber,,0.43,0.273,0,,,,,,
