Site,Location,Sample,Depth,Size,Unique_ID,Color,Color-Group,Morphology,1st Order Morph,Comment,Feret,MinFeret,Length,plastic_or_not,match_val,good_match_vals,material_class,material_class_specific,spectrum_identity
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_42,gray,Black,fiber,Fiber,,1.644,0.837,5.994,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_43,orange,Yellow,fragment,Non-Fiber,,0.76,0.55,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_44,blue,Blue,sphere spike,Spike,,0.373,0.304,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_45,green,Green,sphere spike,Spike,,0.329,0.288,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_46,green,Green,fragment,Non-Fiber,,0.891,0.518,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_47,blue,Blue,fragment,Non-Fiber,covered in marker,0.762,0.48,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_48,,,not plastic,,,0.674,0.527,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_49,blue,Blue,fragment,Non-Fiber,,1.287,0.186,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_5,blue,Blue,fragment,Non-Fiber,,1.345,0.468,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_50,blue,Blue,fragment,Non-Fiber,,0.366,0.129,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_51,black,Black,fiber,Fiber,,0.651,0.179,0.786,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_52,blue,Blue,fiber,Fiber,,2.201,0.441,2.568,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_53,red,Red,fiber,Fiber,,0.756,0.046,0.78,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_54,blue,Blue,fiber,Fiber,,2.582,0.484,3.03,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_55,blue,Blue,fragment,Non-Fiber,,0.676,0.352,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_56,gray,Black,fiber,Fiber,,1.858,0.493,2.437,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_57,blue,Blue,sphere spike,Spike,,0.37,0.321,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_58,green,Green,film,Non-Fiber,,1.272,0.357,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_59,gray,Black,fiber,Fiber,,1.036,0.407,1.854,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_6,blue,Blue,fragment,Non-Fiber,,1.594,0.588,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_60,,,not plastic,,,2.372,0.264,2.498,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_61,blue,Blue,sphere spike,Spike,,0.365,0.321,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_62,clear,Translucent,fiber,Fiber,,0.948,0.192,1.145,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_63,black,Black,fiber,Fiber,,1.572,0.684,2.657,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_64,blue,Blue,fragment,Non-Fiber,,0.587,0.481,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_65,blue,Blue,fragment,Non-Fiber,,0.89,0.408,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_66,black,Black,fiber,Fiber,,1.064,0.122,1.26,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_67,black,Black,TRWP,Non-Fiber,,0.641,0.442,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_68,white,White,foam,Non-Fiber,,1.394,0.575,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_7,gray,Black,fiber,Fiber,,0.742,0.265,1.034,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_8,blue,Blue,sphere spike,Spike,,0.388,0.334,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,250um,UNB-2-05-10-250um_H_9,black,Black,fiber,Fiber,,1.206,0.277,1.517,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_1,white,White,fragment,Non-Fiber,,1.123,0.753,0,not plastic,0.837635796,TRUE,organic matter,,dammar - damar gum
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_10,white,White,fragment,Non-Fiber,,0.85,0.688,0,not plastic,0.81381919,TRUE,organic matter,,honeycomb_freshly_removed
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_11,green,,sphere spike,Spike,spike,0.602,0.571,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_12,green,Green,fragment,Non-Fiber,,1.093,0.51,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_13,black,Black,fiber,Fiber,,1.18,0.654,1.987,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_14,black,Black,fragment,Non-Fiber,,1.164,0.588,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_15,white,White,fragment,Non-Fiber,,1.384,1.009,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_16,white,White,foam,Non-Fiber,,1.94,0.741,0,plastic,0.846988343,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,eps
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_17,green,,sphere spike,Spike,spike,0.61,0.591,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_18,white,White,fragment,Non-Fiber,,1.034,0.768,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_19,clear,Transparent,film,Non-Fiber,,1.459,1.054,0,plastic,0.613864936,FALSE,Unknown,,rubber
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_2,blue,,sphere spike,Spike,spike,0.6,0.576,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_20,clear,Transparent,fragment,Non-Fiber,,0.861,0.688,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_21,white,White,fragment,Non-Fiber,,1.901,0.778,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_22,white,White,foam,Non-Fiber,,1.264,0.711,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_23,white,White,fragment,Non-Fiber,,1.202,0.719,0,plastic,0.681740313,FALSE,Unknown,,ethylene_acrylic_acid
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_24,clear,Transparent,film,Non-Fiber,,2.027,0.625,0,plastic,0.657767642,FALSE,Unknown,,ethylene_acrylic_acid
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_25,clear,Transparent,film,Non-Fiber,,1.36,0.69,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_26,clear,Transparent,film,Non-Fiber,,1.252,0.831,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_27,brown,,not plastic,,,0.724,0.46,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_28,white,White,fragment,Non-Fiber,,0.906,0.63,0,not plastic,0.766557341,TRUE,mineral,,amber
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_29,blue,Blue,fiber,Fiber,,1.562,0.866,2.931,plastic,0.743209365,TRUE,poly(esters/ethers/diglycidylethers/terephthalates)s,poly(ethylene terephthalate),pet.1
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_3,green,,sphere spike,Spike,spike,0.622,0.584,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_30,clear,Transparent,fragment,Non-Fiber,,1.345,0.909,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_31,clear,Transparent,fragment,Non-Fiber,,1.85,0.886,0,plastic,0.867182274,TRUE,poly(propylene),poly(propylene),pp
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_32,blue,,sphere spike,Spike,spike,0.671,0.567,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_33,green,,sphere spike,Spike,spike,0.637,0.598,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_34,blue,,sphere spike,Spike,spike,0.612,0.587,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_35,black,Black,fiber,Fiber,,1.319,1.058,4.475,plastic,0.633819404,FALSE,Unknown,cellulose acetate,ca 1. white foam
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_36,white,White,fragment,Non-Fiber,,1.152,0.839,0,plastic,0.798729543,TRUE,cellulose derivatives (ether cellulose),cellulose acetate,cigarette_filter
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_37,white,White,fragment,Non-Fiber,,1.32,0.556,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_38,pink,Red,fragment,Non-Fiber,,1.331,0.741,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_39,blue,,sphere spike,Spike,spike,0.575,0.546,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_4,black,Black,film,Non-Fiber,,0.903,0.7,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_40,clear,Transparent,fragment,Non-Fiber,,1.403,0.281,0,plastic,0.6882828,FALSE,Unknown,poly(propylene),pp
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_41,green,,sphere spike,Spike,spike,0.606,0.584,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_42,white,White,fragment,Non-Fiber,,1.083,0.846,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_43,blue,,sphere spike,Spike,spike,0.614,0.576,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_44,clear,Transparent,fragment,Non-Fiber,,1.94,0.912,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_45,white,White,foam,Non-Fiber,,1.416,1.126,0,plastic,0.944012796,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,polystyrene-biaxial film-goodfellow
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_46,clear,Transparent,fragment,Non-Fiber,,0.634,0.206,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_47,blue,Blue,fiber,Fiber,,1.611,0.284,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_48,blue,Blue,fragment,Non-Fiber,,2.035,0.425,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_49,green,Green,fragment,Non-Fiber,,1.76,0.585,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_5,black,Black,fiber,Fiber,,1.67,1.161,5.45,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_50,clear,Transparent,fragment,Non-Fiber,,0.839,0.52,0,plastic,0.931944948,TRUE,poly(ethylene),poly(ethylene),ldpe
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_51,gray,Black,fragment,Non-Fiber,,1.835,0.727,0,plastic,0.741217327,TRUE,poly(propylene),poly(propylene),pp
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_52,blue,,sphere spike,Spike,spike,0.628,0.576,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_53,clear,Transparent,fragment,Non-Fiber,,1.723,0.673,0,plastic,0.868595517,TRUE,poly(propylene),poly(propylene),pp
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_54,white,White,fragment,Non-Fiber,,1.324,1.022,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_55,blue,,sphere spike,Spike,spike,0.577,0.56,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_56,white,White,fragment,Non-Fiber,,0.873,0.609,0,plastic,0.908101176,TRUE,poly(ethylene),poly(ethylene),pe
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_57,black,Black,fragment,Non-Fiber,,0.947,0.826,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_58,green,Green,fragment,Non-Fiber,spike (broken),0.784,0.472,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_59,white,White,fragment,Non-Fiber,,1.751,0.388,0,plastic,0.735624136,TRUE,cellulose derivatives (ether cellulose),cellulose acetate,ca
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_6,green,,sphere spike,Spike,spike,0.64,0.611,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_60,white,White,foam,Non-Fiber,,1.311,0.553,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_61,white,White,foam,Non-Fiber,,2.116,1.194,0,plastic,0.836714561,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,ps
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_62,white,White,fragment,Non-Fiber,,1.715,0.633,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_63,clear,Transparent,fragment,Non-Fiber,,2.662,0.88,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_64,white,,not plastic,,,0.866,0.572,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_65,white,White,foam,Non-Fiber,,3.041,2.142,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_7,white,White,foam,Non-Fiber,,1.952,0.81,0,plastic,0.930259621,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,polystyrene-packaging foam-centrifuge tube
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_8,green,,sphere spike,Spike,spike,0.617,0.592,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_A_9,blue,Blue,fragment,Non-Fiber,,1.716,0.816,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_1,blue,,sphere spike,Spike,spike,0.663,0.597,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_10,clear,Transparent,fragment,Non-Fiber,,0.952,0.632,0,plastic,0.700946351,TRUE,poly(acrylamide/amid)s,,ethylene_acrylic_acid
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_11,white,White,fragment,Non-Fiber,,1.324,0.727,0,plastic,0.779680395,TRUE,poly(propylene),poly(propylene),pp
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_12,black,Black,fragment,Non-Fiber,,3.03,1.029,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_13,white,White,foam,Non-Fiber,,1.462,0.79,0,plastic,0.793419821,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,ps
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_14,brown,,not plastic,,,0.732,0.462,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_15,white,White,fragment,Non-Fiber,,1.05,0.795,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_16,pink,Red,fragment,Non-Fiber,,1.704,0.887,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_17,black,,not plastic,,,1.066,0.832,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_18,black,Black,fragment,Non-Fiber,,0.99,0.712,0,plastic,0.885834174,TRUE,poly(ethylene),poly(ethylene),hdpe.1
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_19,gray,Black,fragment,Non-Fiber,,1.879,0.642,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_2,clear,Transparent,fiber,Fiber,,1.762,0.573,2.256,plastic,0.810781642,TRUE,poly(esters/ethers/diglycidylethers/terephthalates)s,poly(ethylene terephthalate),pet
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_20,white,White,foam,Non-Fiber,,1.832,1.128,0,not plastic,0.716558932,TRUE,organic matter,,honeycomb_middle_wall
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_21,black,Black,fragment,Non-Fiber,,1.111,0.59,0,plastic,0.90936772,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,eps
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_22,white,White,foam,Non-Fiber,,1.539,0.698,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_23,clear,Transparent,film,Non-Fiber,,1.095,0.439,0,plastic,0.747067069,TRUE,polyacrylonitriles (nitriles),,rubber
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_24,black,,not plastic,,,0.662,0.484,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_25,white,White,foam,Non-Fiber,,1.186,0.656,0,plastic,0.884960113,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,eps
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_26,black,Black,fiber,Fiber,,1.331,0.371,2.234,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_27,red,,not plastic,,,1.528,0.072,1.557,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_28,clear,Transparent,film,Non-Fiber,,1.328,0.748,0,not plastic,0.457370295,FALSE,Unknown,,2-(dimethylamino)ethanethiol hydrochloride
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_29,clear,Transparent,film,Non-Fiber,,1.344,0.664,0,plastic,0.558663083,FALSE,Unknown,poly(vinyl chloride),pvc
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_3,black,Black,fiber,Fiber,,2.707,0.877,5.898,plastic,0.844034596,TRUE,poly(esters/ethers/diglycidylethers/terephthalates)s,,fibre_polyester
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_30,black,Black,fiber,Fiber,,2.414,0.552,3.255,plastic,0.808973624,TRUE,poly(esters/ethers/diglycidylethers/terephthalates)s,poly(ethylene terephthalate),pet.1
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_31,red,,not plastic,,,1.831,1.056,3.502,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_32,red,,not plastic,,,2.308,0.432,5.417,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_33,clear,Transparent,fiber,Fiber,,1.064,0.798,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_34,white,White,foam,Non-Fiber,,0.961,0.761,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_35,red,Red,fiber,Fiber,,2.004,0.487,2.294,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_36,white,White,foam,Non-Fiber,,1.782,0.528,0,plastic,0.898727432,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,polystyrene-packaging foam-centrifuge tube
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_37,black,Black,fiber,Fiber,,1.809,0.469,2.211,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_38,clear,Transparent,fiber,Fiber,,1.953,0.716,2.845,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_39,clear,,not plastic,,,0.754,0.426,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_4,white,White,foam,Non-Fiber,,2.321,1.249,0,plastic,0.921424907,TRUE,"polystyrenes (polyphenylethylenes, -methylstyrene)",polystyrene,polystyrene-biaxial film-goodfellow
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_40,red,,not plastic,,,0.73,0.045,0.746,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_41,black,Black,fiber,Fiber,,1.255,0.692,2.601,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_42,black,Black,fiber,Fiber,,1.189,0.721,4.217,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_43,black,,not plastic,,,0.498,0.235,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_44,pink,Red,fragment,Non-Fiber,,0.79,0.664,0,not plastic,0.893059563,TRUE,organic matter,,honeycomb_middle_wall
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_45,blue,Blue,fiber,Fiber,,1.528,0.489,2.201,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_46,red,,not plastic,,,2.618,0.748,3.455,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_47,clear,Transparent,fragment,Non-Fiber,,0.76,0.401,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_48,yellow,,not plastic,,,0.76,0.401,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_49,none,,none,,,0.977,0.739,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_5,white,White,fragment,Non-Fiber,,0.802,0.435,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_50,blue,Blue,fragment,Non-Fiber,,2.358,1.73,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_51,black,,not plastic,,,1.544,0.76,0,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_52,red,,not plastic,,,2.348,0.523,2.981,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_53,blue,Blue,fiber,Fiber,,1.732,1.105,3.435,,,,,,
Upper Newport Bay,UNB-2,UNB-2-05-10,05-10cm,500um,UNB-2-05-10-500um_B_54,white,White,fragment,Non-Fiber,,0.928,0.373,0,,,,,,
