Material,Morphology,Material (Raw Data),Morphology (Raw Data),Unique_ID,Site,Location,Sample,Particle.x,Color,Plastic.or.not..morphology.,X1st.Order.Morph,Feret,MinFeret,Length,Length..mm.,Min Length (microns),Length (microns),Max Length (microns),Min Width (microns),Width (microns),Max Width (microns),Min Height (Microns),Height (microns),Max Height (Microns),Polymer.Class..openspecy.,Polymer..openspecy.,Min Density (mg/microns3),Density (mg/microns3),Max Density (mg/microns3),Min Volume (microns3),Volume (microns3),Max Volume (microns3),Min Mass (mg),Mass (mg),Max Mass (mg)
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_C_59,Basin II,SUB-2-3,SUB-2-3-S1,59,black,,Non-Fiber,0.742,0.342,0,0.742,704.9,742,779.1,324.9,342,359.1,7.42,174.71,342,,,1.20E-09,1.45E-09,1.70E-09,1699343.31,44335108.4,95682985,2.04E-03,6.43E-02,1.63E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_C_60,Basin II,SUB-2-3,SUB-2-3-S1,60,black,,Non-Fiber,0.718,0.24,0,0.718,682.1,718,753.9,228,240,252,7.18,123.59,240,,,1.20E-09,1.45E-09,1.70E-09,1116624.98,21297028.8,45595872,1.34E-03,3.09E-02,7.75E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_C_63,Basin II,SUB-2-3,SUB-2-3-S1,63,black,,Non-Fiber,0.679,0.486,0,0.679,645.05,679,712.95,461.7,486,510.3,6.79,342.895,510.3,,,1.20E-09,1.45E-09,1.70E-09,2022194.98,113153293,185656522,2.43E-03,1.64E-01,3.16E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_C_64,Basin II,SUB-2-3,SUB-2-3-S1,64,black,,Non-Fiber,0.434,0.302,0,0.434,412.3,434,455.7,286.9,302,317.1,4.34,219.17,317.1,,,1.20E-09,1.45E-09,1.70E-09,513373.696,28726173.6,45821733.2,6.16E-04,4.17E-02,7.79E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_D_1,Basin II,SUB-2-3,SUB-2-3-S1,1,black,,Non-Fiber,0.861,0.477,0,0.861,817.95,861,904.05,453.15,477,500.85,8.61,434.805,500.85,,,1.20E-09,1.45E-09,1.70E-09,3191331.31,178573109,226781596,3.83E-03,2.59E-01,3.86E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_D_4,Basin II,SUB-2-3,SUB-2-3-S1,4,black,,Non-Fiber,0.477,0.199,0,0.477,453.15,477,500.85,189.05,199,208.95,4.77,101.885,199,,,1.20E-09,1.45E-09,1.70E-09,408636.396,9671229.86,20825868.9,4.90E-04,1.40E-02,3.54E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_D_14,Basin II,SUB-2-3,SUB-2-3-S1,14,black,,Non-Fiber,0.487,0.188,0,0.487,462.65,487,511.35,178.6,188,197.4,4.87,96.435,188,,,1.20E-09,1.45E-09,1.70E-09,402404.642,8829202.86,18976812.1,4.83E-04,1.28E-02,3.23E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_D_15,Basin II,SUB-2-3,SUB-2-3-S1,15,black,,Non-Fiber,0.551,0.191,0,0.551,523.45,551,578.55,181.45,191,200.55,5.51,98.255,191,,,1.20E-09,1.45E-09,1.70E-09,523339.814,10340454.5,22161386.7,6.28E-04,1.50E-02,3.77E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_D_18,Basin II,SUB-2-3,SUB-2-3-S1,18,black,,Non-Fiber,0.502,0.169,0,0.502,476.9,502,527.1,160.55,169,177.45,5.02,87.01,169,,,1.20E-09,1.45E-09,1.70E-09,384362.801,7381754.38,15807228.3,4.61E-04,1.07E-02,2.69E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_D_21,Basin II,SUB-2-3,SUB-2-3-S1,21,black,,Non-Fiber,0.482,0.275,0,0.482,457.9,482,506.1,261.25,275,288.75,4.82,243.41,288.75,,,1.20E-09,1.45E-09,1.70E-09,576599.128,32263995.5,42196878.3,6.92E-04,4.68E-02,7.17E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_D_31,Basin II,SUB-2-3,SUB-2-3-S1,31,black,,Non-Fiber,0.574,0.188,0,0.574,545.3,574,602.7,178.6,188,197.4,5.74,96.87,188,,,1.20E-09,1.45E-09,1.70E-09,559021.929,10453435.4,22366920.2,6.71E-04,1.52E-02,3.80E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_D_34,Basin II,SUB-2-3,SUB-2-3-S1,34,black,,Non-Fiber,0.72,0.402,0,0.72,684,720,756,381.9,402,422.1,7.2,363.6,422.1,,,1.20E-09,1.45E-09,1.70E-09,1880781.12,105240384,134695318,2.26E-03,1.53E-01,2.29E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_D_46,Basin II,SUB-2-3,SUB-2-3-S1,46,black,,Non-Fiber,0.724,0.355,0,0.724,687.8,724,760.2,337.25,355,372.75,7.24,181.12,355,,,1.20E-09,1.45E-09,1.70E-09,1679394.38,46551462.4,100594415,2.02E-03,6.75E-02,1.71E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_D_47,Basin II,SUB-2-3,SUB-2-3-S1,47,black,,Non-Fiber,0.625,0.364,0,0.625,593.75,625,656.25,345.8,364,382.2,6.25,315.625,382.2,,,1.20E-09,1.45E-09,1.70E-09,1283242.19,71804687.5,95862926.3,1.54E-03,1.04E-01,1.63E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_D_48,Basin II,SUB-2-3,SUB-2-3-S1,48,black,,Non-Fiber,0.269,0.17,0,0.269,255.55,269,282.45,161.5,170,178.5,2.69,135.845,178.5,,,1.20E-09,1.45E-09,1.70E-09,111019.864,6212191.85,8999492.51,1.33E-04,9.01E-03,1.53E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_D_49,Basin II,SUB-2-3,SUB-2-3-S1,49,black,,Non-Fiber,0.408,0.218,0,0.408,387.6,408,428.4,207.1,218,228.9,4.08,206.04,228.9,,,1.20E-09,1.45E-09,1.70E-09,327509.597,18326021.8,22446108,3.93E-04,2.66E-02,3.82E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_D_52,Basin II,SUB-2-3,SUB-2-3-S1,52,black,,Non-Fiber,0.574,0.399,0,0.574,545.3,574,602.7,379.05,399,418.95,5.74,289.87,418.95,,,1.20E-09,1.45E-09,1.70E-09,1186434.84,66387766.6,105785363,1.42E-03,9.63E-02,1.80E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_D_57,Basin II,SUB-2-3,SUB-2-3-S1,57,black,,Non-Fiber,0.563,0.228,0,0.563,534.85,563,591.15,216.6,228,239.4,5.63,116.815,228,,,1.20E-09,1.45E-09,1.70E-09,652227.111,14994840.7,32266858.7,7.83E-04,2.17E-02,5.49E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_D_58,Basin II,SUB-2-3,SUB-2-3-S1,58,black,,Non-Fiber,1.094,0.352,0,1.094,1039.3,1094,1148.7,334.4,352,369.6,10.94,181.47,352,,,1.20E-09,1.45E-09,1.70E-09,3802108.6,69881919.4,149444951,4.56E-03,1.01E-01,2.54E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_D_59,Basin II,SUB-2-3,SUB-2-3-S1,59,black,,Non-Fiber,0.601,0.228,0,0.601,570.95,601,631.05,216.6,228,239.4,6.01,117.005,228,,,1.20E-09,1.45E-09,1.70E-09,743243.298,16032961.1,34444728.4,8.92E-04,2.32E-02,5.86E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_D_61,Basin II,SUB-2-3,SUB-2-3-S1,61,black,,Non-Fiber,0.52,0.387,0,0.52,494,520,546,367.65,387,406.35,5.2,262.6,406.35,,,1.20E-09,1.45E-09,1.70E-09,944419.32,52845624,90155696.1,1.13E-03,7.66E-02,1.53E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_D_62,Basin II,SUB-2-3,SUB-2-3-S1,62,black,,Non-Fiber,1.061,0.496,0,1.061,1007.95,1061,1114.05,471.2,496,520.8,10.61,253.305,496,,,1.20E-09,1.45E-09,1.70E-09,5039177.48,133303276,287777831,6.05E-03,1.93E-01,4.89E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_D_64,Basin II,SUB-2-3,SUB-2-3-S1,64,black,,Non-Fiber,0.733,0.582,0,0.733,696.35,733,769.65,552.9,582,611.1,7.33,370.165,611.1,,,1.20E-09,1.45E-09,1.70E-09,2822137.34,157914610,287420567,3.39E-03,2.29E-01,4.89E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_D_65,Basin II,SUB-2-3,SUB-2-3-S1,65,black,,Non-Fiber,0.627,0.338,0,0.627,595.65,627,658.35,321.1,338,354.9,6.27,316.635,354.9,,,1.20E-09,1.45E-09,1.70E-09,1199220.36,67103189,82921822.5,1.44E-03,9.73E-02,1.41E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_1,Basin II,SUB-2-3,SUB-2-3-S1,1,black,,Non-Fiber,0.666,0.406,0,0.666,632.7,666,699.3,385.7,406,426.3,6.66,336.33,426.3,,,1.20E-09,1.45E-09,1.70E-09,1625255.72,90942286.7,127084971,1.95E-03,1.32E-01,2.16E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_3,Basin II,SUB-2-3,SUB-2-3-S1,3,black,,Non-Fiber,0.537,0.147,0,0.537,510.15,537,563.85,139.65,147,154.35,5.37,76.185,147,,,1.20E-09,1.45E-09,1.70E-09,382571.943,6013967.72,12793446.4,4.59E-04,8.72E-03,2.17E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_5,Basin II,SUB-2-3,SUB-2-3-S1,5,black,,Non-Fiber,0.806,0.277,0,0.806,765.7,806,846.3,263.15,277,290.85,8.06,142.53,277,,,1.20E-09,1.45E-09,1.70E-09,1624041.28,31821532.9,68182540.3,1.95E-03,4.61E-02,1.16E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_11,Basin II,SUB-2-3,SUB-2-3-S1,11,black,,Non-Fiber,0.818,0.493,0,0.818,777.1,818,858.9,468.35,493,517.65,8.18,413.09,517.65,,,1.20E-09,1.45E-09,1.70E-09,2977150.14,166588457,230152152,3.57E-03,2.42E-01,3.91E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_12,Basin II,SUB-2-3,SUB-2-3-S1,12,black,,Non-Fiber,0.727,0.408,0,0.727,690.65,727,763.35,387.6,408,428.4,7.27,367.135,428.4,,,1.20E-09,1.45E-09,1.70E-09,1946149.48,108898115,140095000,2.34E-03,1.58E-01,2.38E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_13,Basin II,SUB-2-3,SUB-2-3-S1,13,black,,Non-Fiber,1.026,0.532,0,1.026,974.7,1026,1077.3,505.4,532,558.6,10.26,518.13,558.6,,,1.20E-09,1.45E-09,1.70E-09,5054213.28,282811934,336154185,6.07E-03,4.10E-01,5.71E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_14,Basin II,SUB-2-3,SUB-2-3-S1,14,black,,Non-Fiber,0.77,0.296,0,0.77,731.5,770,808.5,281.2,296,310.8,7.7,151.85,296,,,1.20E-09,1.45E-09,1.70E-09,1583873.06,34609652,74379412.8,1.90E-03,5.02E-02,1.26E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_15,Basin II,SUB-2-3,SUB-2-3-S1,15,black,,Non-Fiber,0.603,0.45,0,0.603,572.85,603,633.15,427.5,450,472.5,6.03,304.515,472.5,,,1.20E-09,1.45E-09,1.70E-09,1476707.05,82630145.3,141354695,1.77E-03,1.20E-01,2.40E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_16,Basin II,SUB-2-3,SUB-2-3-S1,16,black,,Non-Fiber,0.605,0.355,0,0.605,574.75,605,635.25,337.25,355,372.75,6.05,305.525,372.75,,,1.20E-09,1.45E-09,1.70E-09,1172698.35,65619131.9,88263262.8,1.41E-03,9.51E-02,1.50E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_19,Basin II,SUB-2-3,SUB-2-3-S1,19,black,,Non-Fiber,0.431,0.184,0,0.431,409.45,431,452.55,174.8,184,193.2,4.31,94.155,184,,,1.20E-09,1.45E-09,1.70E-09,308474.717,7466868.12,16087609.4,3.70E-04,1.08E-02,2.73E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_20,Basin II,SUB-2-3,SUB-2-3-S1,20,black,,Non-Fiber,0.821,0.246,0,0.821,779.95,821,862.05,233.7,246,258.3,8.21,127.105,246,,,1.20E-09,1.45E-09,1.70E-09,1496472.13,25670888.4,54776208.7,1.80E-03,3.72E-02,9.31E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_21,Basin II,SUB-2-3,SUB-2-3-S1,21,black,,Non-Fiber,0.634,0.494,0,0.634,602.3,634,665.7,469.3,494,518.7,6.34,320.17,518.7,,,1.20E-09,1.45E-09,1.70E-09,1792060.53,100275963,179106379,2.15E-03,1.45E-01,3.04E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_22,Basin II,SUB-2-3,SUB-2-3-S1,22,black,,Non-Fiber,0.367,0.157,0,0.367,348.65,367,385.35,149.15,157,164.85,3.67,80.335,157,,,1.20E-09,1.45E-09,1.70E-09,190844.211,4628822.37,9973416.76,2.29E-04,6.71E-03,1.70E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_27,Basin II,SUB-2-3,SUB-2-3-S1,27,black,,Non-Fiber,0.477,0.326,0,0.477,453.15,477,500.85,309.7,326,342.3,4.77,240.885,342.3,,,1.20E-09,1.45E-09,1.70E-09,669424.447,37458099.3,58684238.9,8.03E-04,5.43E-02,9.98E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_30,Basin II,SUB-2-3,SUB-2-3-S1,30,black,,Non-Fiber,0.61,0.173,0,0.61,579.5,610,640.5,164.35,173,181.65,6.1,89.55,173,,,1.20E-09,1.45E-09,1.70E-09,580969.033,9450211.5,20128000.7,6.97E-04,1.37E-02,3.42E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_33,Basin II,SUB-2-3,SUB-2-3-S1,33,black,,Non-Fiber,1.004,0.44,0,1.004,953.8,1004,1054.2,418,440,462,10.04,225.02,440,,,1.20E-09,1.45E-09,1.70E-09,4002831.54,99404835.2,214297776,4.80E-03,1.44E-01,3.64E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_36,Basin II,SUB-2-3,SUB-2-3-S1,36,black,,Non-Fiber,0.709,0.247,0,0.709,673.55,709,744.45,234.65,247,259.35,7.09,127.045,247,,,1.20E-09,1.45E-09,1.70E-09,1120563.92,22248501.5,47689057.6,1.34E-03,3.23E-02,8.11E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_37,Basin II,SUB-2-3,SUB-2-3-S1,37,black,,Non-Fiber,0.546,0.221,0,0.546,518.7,546,573.3,209.95,221,232.05,5.46,113.23,221,,,1.20E-09,1.45E-09,1.70E-09,594599.815,13663011.2,29400572.6,7.14E-04,1.98E-02,5.00E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_38,Basin II,SUB-2-3,SUB-2-3-S1,38,black,,Non-Fiber,0.623,0.372,0,0.623,591.85,623,654.15,353.4,372,390.6,6.23,314.615,390.6,,,1.20E-09,1.45E-09,1.70E-09,1303065.49,72913913.9,99802592.7,1.56E-03,1.06E-01,1.70E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_39,Basin II,SUB-2-3,SUB-2-3-S1,39,black,,Non-Fiber,0.819,0.477,0,0.819,778.05,819,859.95,453.15,477,500.85,8.19,413.595,500.85,,,1.20E-09,1.45E-09,1.70E-09,2887575.8,161576263,215719079,3.47E-03,2.34E-01,3.67E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_40,Basin II,SUB-2-3,SUB-2-3-S1,40,black,,Non-Fiber,0.724,0.501,0,0.724,687.8,724,760.2,475.95,501,526.05,7.24,365.62,526.05,,,1.20E-09,1.45E-09,1.70E-09,2370074.89,132619149,210369084,2.84E-03,1.92E-01,3.58E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_41,Basin II,SUB-2-3,SUB-2-3-S1,41,black,,Non-Fiber,0.809,0.498,0,0.809,768.55,809,849.45,473.1,498,522.9,8.09,408.545,522.9,,,1.20E-09,1.45E-09,1.70E-09,2941532.13,164595427,232260365,3.53E-03,2.39E-01,3.95E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_44,Basin II,SUB-2-3,SUB-2-3-S1,44,black,,Non-Fiber,0.612,0.472,0,0.612,581.4,612,642.6,448.4,472,495.6,6.12,309.06,495.6,,,1.20E-09,1.45E-09,1.70E-09,1595482.53,89276307.8,157835001,1.91E-03,1.29E-01,2.68E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_45,Basin II,SUB-2-3,SUB-2-3-S1,45,black,,Non-Fiber,0.786,0.515,0,0.786,746.7,786,825.3,489.25,515,540.75,7.86,396.93,540.75,,,1.20E-09,1.45E-09,1.70E-09,2871438.58,160673295,241326437,3.45E-03,2.33E-01,4.10E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_49,Basin II,SUB-2-3,SUB-2-3-S1,49,black,,Non-Fiber,1.068,0.603,0,1.068,1014.6,1068,1121.4,572.85,603,633.15,10.68,539.34,633.15,,,1.20E-09,1.45E-09,1.70E-09,6207361.35,347337117,449545624,7.45E-03,5.04E-01,7.64E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_E_51,Basin II,SUB-2-3,SUB-2-3-S1,51,black,,Non-Fiber,0.511,0.448,0,0.511,485.45,511,536.55,425.6,448,470.4,5.11,258.055,470.4,,,1.20E-09,1.45E-09,1.70E-09,1055764.43,59076015,118725724,1.27E-03,8.57E-02,2.02E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_1,Basin II,SUB-2-3,SUB-2-3-S1,1,black,,Non-Fiber,0.969,0.279,0,0.969,920.55,969,1017.45,265.05,279,292.95,9.69,144.345,279,,,1.20E-09,1.45E-09,1.70E-09,2364280.32,39023815.1,83159291.7,2.84E-03,5.66E-02,1.41E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_5,Basin II,SUB-2-3,SUB-2-3-S1,5,black,,Non-Fiber,0.787,0.192,0,0.787,747.65,787,826.35,182.4,192,201.6,7.87,99.935,192,,,1.20E-09,1.45E-09,1.70E-09,1073242.6,15100578.2,31985694.7,1.29E-03,2.19E-02,5.44E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_11,Basin II,SUB-2-3,SUB-2-3-S1,11,black,,Non-Fiber,0.474,0.283,0,0.474,450.3,474,497.7,268.85,283,297.15,4.74,239.37,297.15,,,1.20E-09,1.45E-09,1.70E-09,573839.355,32109570.5,43945975.6,6.89E-04,4.66E-02,7.47E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_12,Basin II,SUB-2-3,SUB-2-3-S1,12,black,,Non-Fiber,0.843,0.248,0,0.843,800.85,843,885.15,235.6,248,260.4,8.43,128.215,248,,,1.20E-09,1.45E-09,1.70E-09,1590574.59,26805140.8,57162278.9,1.91E-03,3.89E-02,9.72E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_13,Basin II,SUB-2-3,SUB-2-3-S1,13,black,,Non-Fiber,0.645,0.388,0,0.645,612.75,645,677.25,368.6,388,407.4,6.45,325.725,407.4,,,1.20E-09,1.45E-09,1.70E-09,1456794.74,81515938.5,112406406,1.75E-03,1.18E-01,1.91E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_14,Basin II,SUB-2-3,SUB-2-3-S1,14,black,,Non-Fiber,1,0.299,0,1,950,1000,1050,284.05,299,313.95,10,154.5,299,,,1.20E-09,1.45E-09,1.70E-09,2698475,46195500,98564602.5,3.24E-03,6.70E-02,1.68E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_15,Basin II,SUB-2-3,SUB-2-3-S1,15,black,,Non-Fiber,0.412,0.292,0,0.412,391.4,412,432.6,277.4,292,306.6,4.12,208.06,306.6,,,1.20E-09,1.45E-09,1.70E-09,447326.363,25030450.2,40665940.1,5.37E-04,3.63E-02,6.91E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_16,Basin II,SUB-2-3,SUB-2-3-S1,16,black,,Non-Fiber,0.538,0.304,0,0.538,511.1,538,564.9,288.8,304,319.2,5.38,271.69,319.2,,,1.20E-09,1.45E-09,1.70E-09,794118.558,44435442.9,57556892.7,9.53E-04,6.44E-02,9.78E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_17,Basin II,SUB-2-3,SUB-2-3-S1,17,black,,Non-Fiber,0.627,0.405,0,0.627,595.65,627,658.35,384.75,405,425.25,6.27,316.635,425.25,,,1.20E-09,1.45E-09,1.70E-09,1436935.64,80404708.7,119054409,1.72E-03,1.17E-01,2.02E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_21,Basin II,SUB-2-3,SUB-2-3-S1,21,black,,Non-Fiber,0.482,0.298,0,0.482,457.9,482,506.1,283.1,298,312.9,4.82,243.41,312.9,,,1.20E-09,1.45E-09,1.70E-09,624823.782,34962438.8,49550434.1,7.50E-04,5.07E-02,8.42E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_22,Basin II,SUB-2-3,SUB-2-3-S1,22,black,,Non-Fiber,1.058,0.197,0,1.058,1005.1,1058,1110.9,187.15,197,206.85,10.58,103.79,197,,,1.20E-09,1.45E-09,1.70E-09,1990145.24,21632534.5,45268564,2.39E-03,3.14E-02,7.70E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_23,Basin II,SUB-2-3,SUB-2-3-S1,23,black,,Non-Fiber,0.744,0.233,0,0.744,706.8,744,781.2,221.35,233,244.65,7.44,120.22,233,,,1.20E-09,1.45E-09,1.70E-09,1163989.34,20840377.4,44531095.1,1.40E-03,3.02E-02,7.57E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_24,Basin II,SUB-2-3,SUB-2-3-S1,24,black,,Non-Fiber,0.96,0.564,0,0.96,912,960,1008,535.8,564,592.2,9.6,484.8,592.2,,,1.20E-09,1.45E-09,1.70E-09,4691036.16,262490112,353506447,5.63E-03,3.81E-01,6.01E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_25,Basin II,SUB-2-3,SUB-2-3-S1,25,black,,Non-Fiber,0.55,0.444,0,0.55,522.5,550,577.5,421.8,444,466.2,5.5,277.75,466.2,,,1.20E-09,1.45E-09,1.70E-09,1212147.75,67826550,125515259,1.45E-03,9.83E-02,2.13E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_27,Basin II,SUB-2-3,SUB-2-3-S1,27,black,,Non-Fiber,0.401,0.17,0,0.401,380.95,401,421.05,161.5,170,178.5,4.01,87.005,170,,,1.20E-09,1.45E-09,1.70E-09,246708.934,5931130.85,12776762.3,2.96E-04,8.60E-03,2.17E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_28,Basin II,SUB-2-3,SUB-2-3-S1,28,black,,Non-Fiber,0.542,0.219,0,0.542,514.9,542,569.1,208.05,219,229.95,5.42,112.21,219,,,1.20E-09,1.45E-09,1.70E-09,580617.202,13319102.6,28659335.4,6.97E-04,1.93E-02,4.87E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_29,Basin II,SUB-2-3,SUB-2-3-S1,29,black,,Non-Fiber,0.444,0.32,0,0.444,421.8,444,466.2,304,320,336,4.44,224.22,336,,,1.20E-09,1.45E-09,1.70E-09,569328.768,31857177.6,52632115.2,6.83E-04,4.62E-02,8.95E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_30,Basin II,SUB-2-3,SUB-2-3-S1,30,black,,Non-Fiber,1.07,0.432,0,1.07,1016.5,1070,1123.5,410.4,432,453.6,10.7,221.35,432,,,1.20E-09,1.45E-09,1.70E-09,4463736.12,102316824,220155667,5.36E-03,1.48E-01,3.74E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_31,Basin II,SUB-2-3,SUB-2-3-S1,31,black,,Non-Fiber,0.335,0.218,0,0.335,318.25,335,351.75,207.1,218,228.9,3.35,169.175,228.9,,,1.20E-09,1.45E-09,1.70E-09,220797.076,12354850.3,18430015.1,2.65E-04,1.79E-02,3.13E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_32,Basin II,SUB-2-3,SUB-2-3-S1,32,black,,Non-Fiber,0.412,0.334,0,0.412,391.4,412,432.6,317.3,334,350.7,4.12,208.06,350.7,,,1.20E-09,1.45E-09,1.70E-09,511667.826,28630720.5,53205686,6.14E-04,4.15E-02,9.04E-02
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_33,Basin II,SUB-2-3,SUB-2-3-S1,33,black,,Non-Fiber,0.561,0.357,0,0.561,532.95,561,589.05,339.15,357,374.85,5.61,283.305,374.85,,,1.20E-09,1.45E-09,1.70E-09,1014007.46,56739475.5,82768901.4,1.22E-03,8.23E-02,1.41E-01
tire wear,rubbery fragment,tire wear,TRWP,SUB-2-3_G-01-250-500um_S1_F_34,Basin II,SUB-2-3,SUB-2-3-S1,34,black,,Non-Fiber,0.534,0.482,0,0.534,507.3,534,560.7,457.9,482,506.1,5.34,269.67,506.1,,,1.20E-09,1.45E-09,1.70E-09,1240442.86,69409822,143616134,1.49E-03,1.01E-01,2.44E-01
